"GDLcode","iso_code","country","region","shdi","ID","Ruralpop","Population","Urbanpop"
"ITAr101","ITA","Italy","Piemonte",0.887374981,829,1406521.653,4402740.995,2996219.342
"ITAr102","ITA","Italy","Valle dAosta",0.876714589,830,59414.32537,126367.234,66952.90862
"ITAr103","ITA","Italy","Liguria",0.889397392,831,267603.9718,1521129.092,1253525.12
"ITAr104","ITA","Italy","Lombardia",0.90216966,832,1527809.3,10004634.9,8476825.603
"ITAr105","ITA","Italy","Abruzzo",0.883761264,833,582849.4493,1290060.615,707211.1659
"ITAr106","ITA","Italy","Molise",0.863080265,834,189848.3369,303118.1645,113269.8276
"ITAr107","ITA","Italy","Campania",0.846227317,835,881738.629,5755477.392,4873738.763
"ITAr108","ITA","Italy","Puglia",0.844551011,836,558449.3386,4002067.861,3443618.523
"ITAr109","ITA","Italy","Basilicata",0.852500202,837,297286.8679,561097.8948,263811.0269
"ITAr110","ITA","Italy","Calabria",0.84256875,838,836461.6385,1872255.116,1035793.477
"ITAr111","ITA","Italy","Sicilia",0.837915922,839,892951.8039,4876439.652,3983487.848
"ITAr112","ITA","Italy","Sardegna",0.857965406,840,646128.8171,1613460.493,967331.6762
"ITAr115","ITA","Italy","Veneto",0.89142086,842,1470122.304,4945050,3474927.696
"ITAr116","ITA","Italy","Friuli-Venezia Giulia",0.894735391,843,434474.3455,1253564.032,819089.6867
"ITAr117","ITA","Italy","Emilia-Romagna",0.909563499,844,1524201.627,4460004.178,2935802.551
"ITAr118","ITA","Italy","Toscana",0.898837781,845,1064922.342,3678454.253,2613531.911
"ITAr119","ITA","Italy","Umbria",0.88433099,846,405952.3857,901823.6078,495871.2221
"ITAr120","ITA","Italy","Marche",0.89308668,847,623210.7357,1536123.913,912913.1771
"ITAr121","ITA","Italy","Lazio",0.903922876,848,1106703.747,5661007.892,4554304.145
"JAMr101","JAM","Jamaica","Kingston, St Andrew",0.745021413,849,27862.79559,660530.4673,632667.6718
"JAMr102","JAM","Jamaica","St Thomas, Portland, St Mary",0.708429286,850,131677.566,283634.0514,151956.4855
"JAMr103","JAM","Jamaica","St Ann, St Catherine",0.748176115,851,146130.5944,716883.2496,570752.6551
"JAMr104","JAM","Jamaica","Trelawny, St Elizabeth",0.701709172,852,142078.0242,230900.3884,88822.36421
"JAMr105","JAM","Jamaica","St James, Hanover, Westmoreland",0.700020552,853,143795.8174,402406.788,258610.9706
"JAMr106","JAM","Jamaica","Manchester, Clarendon",0.710518394,854,163443.0428,450463.6899,287020.6471
"JORr101","JOR","Jordan","Amman",0.739802821,855,91859.10549,3348178.342,3256319.237
"JORr102","JOR","Jordan","Balqa",0.71907992,856,80949.12776,1051893.098,970943.9703
"JORr103","JOR","Jordan","Zarqa",0.70879691,857,53110.25495,1101785.605,1048675.35
"JORr104","JOR","Jordan","Madaba",0.708900726,858,41781.15712,245269.2635,203488.1064
"JORr105","JOR","Jordan","Irbid",0.718886295,859,143223.5198,1879567.287,1736343.767
"JORr106","JOR","Jordan","Mafraq",0.668863741,860,168191.8666,502993.7418,334801.8753
"JORr107","JOR","Jordan","Jarash",0.718027844,861,28161.70765,173138.2995,144976.5918
"JORr108","JOR","Jordan","Aljoun",0.716921707,862,37236.94777,293800.1876,256563.2398
"JORr109","JOR","Jordan","Karak",0.732437921,863,81836.62353,381093.3749,299256.7514
"JORr110","JOR","Jordan","Tafiela",0.716329487,864,22071.0268,140204.4399,118133.4131
"JORr111","JOR","Jordan","Maan",0.693352452,865,76659.64298,172954.9437,96295.30068
"JORr112","JOR","Jordan","Aqaba",0.723699959,866,38470.56359,195922.0136,157451.45
"JPNr101","JPN","Japan","Hokkaido",0.890302923,867,1004914.325,5401798.889,4396884.565
"JPNr102","JPN","Japan","Tohoku (Aomori, Iwate, Miyagi, Akita, Yamagata, Fukushima)",0.885117458,868,2492933.799,9129666.108,6636732.309
"JPNr103","JPN","Japan","Northern-Kanto, Koshin (Ibaraki, Tochigi, Gunma)",0.903338749,869,933650.7977,6814613.19,5880962.392
"JPNr104","JPN","Japan","Southern-Kanto (Saitama, Chiba, Tokyo, Kanagawa, Yamanashi, Nagano)",0.941547385,870,1024953.571,38905747.97,37880794.4
"JPNr105","JPN","Japan","Hokuriku (Niigata, Toyama, Ishikawa, Fukui)",0.900359251,871,894061.9074,5342128.377,4448066.469
"JPNr106","JPN","Japan","Toukai (Gifu, Shizuoka, Aichi, Mie)",0.915737884,872,922325.4514,14568554.36,13646228.91
"JPNr107","JPN","Japan","Kansai region (Shiga, Kyoto, Osaka, Hyogo, Nara, Wakayama)",0.917143719,873,996951.7216,20257936.69,19260984.97
"JPNr108","JPN","Japan","Chugoku (Tottori, Shimane, Okayama, Hiroshima, Yamaguchi)",0.910471501,874,1256960.557,7207134.475,5950173.918
"JPNr109","JPN","Japan","Shikoku (Tokushima, Kagawa, Ehime, Kochi)",0.896181962,875,585391.5733,3773249.355,3187857.782
"JPNr110","JPN","Japan","Kyushu (Fukuoka, Saga, Nagasaki, Kumamoto, Oita, Miyazaki, Kagoshima, Okinawa)",0.895194845,876,2043303.047,14273991.81,12230688.76
"KAZr102","KAZ","Kazakhstan","South region (Almatinskaya, Zhambylskaya, Kyzylordinskaya, South-Kazakhstanskaya)",0.801982106,877,1991532.697,8613040.275,6621507.579
"KAZr103","KAZ","Kazakhstan","West region (Aktyubinskaya, Atyrauskaya, Mangistauskaya, West-Kazakhstanskaya)",0.808954318,878,679348.4371,2622000.351,1942651.914
"KAZr104","KAZ","Kazakhstan","Central region (Karagandinskaya)",0.837206842,879,354700.9886,1382542.138,1027841.149
"KAZr105","KAZ","Kazakhstan","North region (Akmolinskaya (incl Astana city), Kostnaiskaya, Pavlodarskaya, North-Kazakhstanskaya)",0.830553832,880,1195591.705,3810702.337,2615110.631
"KAZr106","KAZ","Kazakhstan","East region (East-Kazakhstanskaya)",0.804092827,881,451253.5905,1410504.369,959250.7784
"KENr101","KEN","Kenya","Nairobi",0.643272047,882,21109.32728,4177917.829,4156808.501
"KENr102","KEN","Kenya","Central",0.616078905,883,833335.8485,4848014.526,4014678.677
"KENr103","KEN","Kenya","Coast",0.567389484,884,1502403.129,4021986.095,2519582.966
"KENr104","KEN","Kenya","Eastern",0.570113766,885,3324916.149,6507108.707,3182192.558
"KENr105","KEN","Kenya","Nyanza",0.554385744,886,1112995.043,6247320.206,5134325.163
"KENr106","KEN","Kenya","Rift Valley",0.572340796,887,5527025.301,12457709.76,6930684.456
"KENr107","KEN","Kenya","Western",0.548745553,888,277603.0656,5005745.142,4728142.077
"KENr108","KEN","Kenya","North Eastern",0.437303076,889,1225282.907,3705770.516,2480487.608
"KGZr101","KGZ","Kyrgyzstan","Bishkek",0.720337856,890,3230.982543,1118764.818,1115533.835
"KGZr102","KGZ","Kyrgyzstan","North (Issyk-Kul, Chuy, Talas)",0.674334752,891,595506.6328,1429813.552,834306.9188
"KGZr103","KGZ","Kyrgyzstan","East (Naryn)",0.675861484,892,133862.6251,273649.1532,139786.5282
"KGZr104","KGZ","Kyrgyzstan","South (Osh, Batken, Jalal-Abad)",0.655689497,893,783262.1416,2965430.86,2182168.718
"KHMr101","KHM","Cambodia","Banteay Mean Chey",0.586362317,894,311768.1134,771094.3631,459326.2496
"KHMr102","KHM","Cambodia","Kampong Cham (incl Tboung Khmum)",0.556834491,895,609365.6716,1721100.037,1111734.365
"KHMr103","KHM","Cambodia","Kampong Chhnang",0.563838283,896,248625.7181,501046.2468,252420.5288
"KHMr104","KHM","Cambodia","Kampong Spueu",0.572316417,897,384884.8085,778944.1077,394059.2992
"KHMr105","KHM","Cambodia","Kampong Thum",0.546578186,898,341053.5987,672110.9553,331057.3565
"KHMr106","KHM","Cambodia","Kandal",0.590599641,899,149077.3126,1412948.686,1263871.374
"KHMr107","KHM","Cambodia","Kaoh Kong",0.606989818,900,93587.89517,135670.2884,42082.39323
"KHMr108","KHM","Cambodia","Phnom Penh",0.712809145,901,17570.65224,1712438.177,1694867.524
"KHMr109","KHM","Cambodia","Prey Veaeng",0.561800928,902,481319.1668,948446.1692,467127.0023
"KHMr110","KHM","Cambodia","Pousat",0.550546161,903,268430.2485,412581.1258,144150.8773
"KHMr111","KHM","Cambodia","Svay Rieng",0.577883686,904,315626.4316,481971.6601,166345.2285
"KHMr112","KHM","Cambodia","Takaev",0.609329192,905,279675.753,880965.6121,601289.8591
"KHMr113","KHM","Cambodia","Bat Dambang-Krong Pailin",0.605805774,906,567931.5755,1462109.018,894177.4427
"KHMr114","KHM","Cambodia","Kampot-Krong Kaeb-Krong Preah Sihanouk",0.58442389,907,374748.3249,894974.9434,520226.6186
"KHMr115","KHM","Cambodia","Preah Vihear-Stueng Traeng-Kracheh",0.511281896,908,511682.8474,726478.6992,214795.8518
"KHMr116","KHM","Cambodia","Mondol Kiri-Rotanak Kiri",0.512489454,909,225953.5104,300317.8722,74364.36181
"KHMr117","KHM","Cambodia","Siem Reab-Otdar Mean Chey",0.541873195,910,720272.8589,1554105.763,833832.904
"KORr101","KOR","South Korea","Capital Region",0.932851272,911,699416.8015,25277781.82,24578365.02
"KORr102","KOR","South Korea","Gyeongnam Region",0.917474802,912,687422.9552,7547884.397,6860461.442
"KORr103","KOR","South Korea","Gyeongbuk Region",0.839864811,913,957577.9902,5219350.122,4261772.132
"KORr104","KOR","South Korea","Jeolla Region",0.888512095,914,1207471.168,4996672.049,3789200.881
"KORr105","KOR","South Korea","Chungcheong Region",0.893991982,915,1102354.553,5260819.896,4158465.343
"KORr106","KOR","South Korea","Gangwon Region",0.884028541,916,501189.4827,1599520.45,1098330.967
"KORr107","KOR","South Korea","Jeju",0.891509022,917,115723.1965,523629.3622,407906.1656
"KWTr101","KWT","Kuwait","Al Asimah, Hawalli, Al-Farwaniyah, Mubarak al-Sabah",0.807183966,918,3044.673667,2572505.323,2569460.649
"KWTr102","KWT","Kuwait","Ahmadi",0.815931223,919,92542.37162,826374.4476,733832.0759
"KWTr103","KWT","Kuwait","Al-Jahra",0.797427765,920,76617.07753,477582.5159,400965.4383
"LAOr101","LAO","Lao","Vientiane Municipality",0.718835846,921,288808.082,423436.3067,134628.2247
"LAOr102","LAO","Lao","Phongsaly",0.543194887,922,191678.9311,191678.9311,0
"LAOr103","LAO","Lao","Luangnamtha",0.575587318,923,157992.0493,203802.6857,45810.63638
"LAOr104","LAO","Lao","Oudomxay",0.568309013,924,298652.8028,354683.8158,56031.01299
"LAOr105","LAO","Lao","Bokeo",0.578708458,925,142096.06,191361.9544,49265.8944
"LAOr106","LAO","Lao","Luangprabang",0.590557971,926,388287.2667,476271.1972,87983.93052
"LAOr107","LAO","Lao","Huaphanh",0.575639604,927,276544.5871,299488.4744,22943.88724
"LAOr108","LAO","Lao","Sayabury",0.654589055,928,347215.8926,406732.8001,59516.90747
"LAOr109","LAO","Lao","Xiengkhuang",0.629562195,929,234494.5331,280155.1965,45660.66336
"LAOr110","LAO","Lao","Vientiane Province",0.617931927,930,280370.9434,749573.8244,469202.881
"LAOr111","LAO","Lao","Borikhamxay",0.638521422,931,262213.5732,334638.3508,72424.77763
"LAOr112","LAO","Lao","Khammuane",0.588728163,932,348800.8467,432181.8546,83381.00793
"LAOr113","LAO","Lao","Savannakhet",0.563932842,933,803999.3925,995425.4714,191426.0788
"LAOr114","LAO","Lao","Saravane",0.523256292,934,386175.5729,432616.1825,46440.60963
"LAOr115","LAO","Lao","Sekong",0.578004563,935,102204.9197,121056.2473,18851.32762
"LAOr116","LAO","Lao","Champasack",0.595100847,936,459839.135,770989.749,311150.614
"LAOr117","LAO","Lao","Attapeu",0.582351229,937,119291.3062,152431.7587,33140.45247
"LBNr101","LBN","Lebanon","Beirut",0.699682327,938,0,427356.0618,427356.0618
"LBNr102","LBN","Lebanon","Mount Lebanon",0.729173602,939,134631.3267,2138482.473,2003851.147
"LBNr103","LBN","Lebanon","Northern",0.717837151,940,273335.1757,1811132.348,1537797.172
"LBNr104","LBN","Lebanon","Beqaa",0.756928404,941,99161.12793,470266.2929,371105.165
"LBNr105","LBN","Lebanon","Southern, Nabtieh",0.746279351,942,174848.3131,1490578.335,1315730.022
"LBRr101","LBR","Liberia","Bomi",0.426748716,943,88839.8857,173276.6565,84436.77081
"LBRr102","LBR","Liberia","Bong",0.382337622,944,247853.1038,394648.6896,146795.5858
"LBRr103","LBR","Liberia","Gbarpolu",0.405038826,945,88097.00084,102580.1057,14483.10482
"LBRr104","LBR","Liberia","Grand Bassa",0.394616084,946,160712.8646,262778.8249,102065.9603
"LBRr105","LBR","Liberia","Grand Cape Mount",0.386934659,947,140993.3722,167507.5795,26514.20734
"LBRr106","LBR","Liberia","Grand Gedeh",0.437409015,948,104706.7522,166439.9297,61733.17754
"LBRr107","LBR","Liberia","Grand Kru",0.417678862,949,48198.47015,62267.48759,14069.01744
"LBRr108","LBR","Liberia","Lofa",0.417181908,950,202301.4329,365799.3723,163497.9394
"LBRr109","LBR","Liberia","Margibi",0.465411397,951,100568.2655,413347.8452,312779.5797
"LBRr110","LBR","Liberia","Maryland",0.455631628,952,89895.45723,170315.0762,80419.61899
"LBRr111","LBR","Liberia","Montserrado",0.534383924,953,92927.58397,1370355.81,1277428.226
"LBRr112","LBR","Liberia","Nimba",0.46248722,954,412344.3425,592808.3148,180463.9723
"LBRr113","LBR","Liberia","River Cess",0.397910875,955,91712.67124,97449.20536,5736.534119
"LBRr114","LBR","Liberia","River Gee",0.409669136,956,85052.63512,104980.1273,19927.4922
"LBRr115","LBR","Liberia","Sinoe",0.421897237,957,96709.14284,119737.2313,23028.08846
"LBYr101","LBY","Libya","Cyrenaica",0.699527619,958,506998.8257,1839373.035,1332374.209
"LBYr102","LBY","Libya","Tripolitania",0.712253434,959,905124.8635,3859649.712,2954524.849
"LBYr103","LBY","Libya","Fezzan",0.706767912,960,214105.2031,466747.178,252641.9749
"LIEt","LIE","Liechtenstein","Total",0.915801203,961,8510.54866,37277.57015,28767.02149
"LKAt","LKA","Sri Lanka","Total",0.780954774,962,4136091.445,21042366.79,16906275.35
"LSOr101","LSO","Lesotho","Butha-Buthe",0.523296969,963,81831.44255,123265.6422,41434.19967
"LSOr102","LSO","Lesotho","Leribe",0.514133706,964,187719.23,323060.7734,135341.5434
"LSOr103","LSO","Lesotho","Berea",0.551983039,965,176203.8566,306323.9056,130120.0491
"LSOr104","LSO","Lesotho","Maseru",0.552860661,966,201199.0282,487631.5437,286432.5155
"LSOr105","LSO","Lesotho","Mafeteng",0.511144489,967,171989.7094,209297.0348,37307.32537
"LSOr106","LSO","Lesotho","Mohale s Hoek",0.478847164,968,150136.36,182831.2823,32694.92231
"LSOr107","LSO","Lesotho","Quthing",0.493794106,969,96238.52868,137642.8927,41404.36401
"LSOr108","LSO","Lesotho","Qasha s Nek",0.491652255,970,65523.29493,79965.17726,14441.88233
"LSOr109","LSO","Lesotho","Mokhotlong",0.459379377,971,100531.1679,122755.1652,22223.99732
"LSOr110","LSO","Lesotho","Thaba-Tseka",0.472979431,972,129548.4173,143524.5389,13976.12163
"LTUr101","LTU","Lithuania","Alytus County",0.835345687,973,81193.06222,148173.5207,66980.45849
"LTUr102","LTU","Lithuania","Kaunas County",0.876491428,974,204301.056,588504.8724,384203.8164
"LTUr103","LTU","Lithuania","Klaipeda County",0.870924007,975,133739.5572,337239.876,203500.3188
"LTUr104","LTU","Lithuania","Marijampole County",0.824364165,976,104058.2172,155873.9478,51815.73058
"LTUr105","LTU","Lithuania","Panevezys County",0.842402315,977,107099.5734,237124.138,130024.5646
"LTUr106","LTU","Lithuania","Siauliai County",0.841449707,978,155341.2519,289985.1066,134643.8548
"LTUr107","LTU","Lithuania","Taurage County",0.81077025,979,63757.33177,91542.63764,27785.30587
"LTUr108","LTU","Lithuania","Telsiai County",0.841559998,980,79160.62567,140040.1961,60879.57047
"LTUr109","LTU","Lithuania","Utena County",0.825160017,981,95706.75858,141112.7657,45406.00715
"LTUr110","LTU","Lithuania","Vilnius County",0.907155567,982,240509.7449,830731.8032,590222.0583
"LUXt","LUX","Luxembourg","Total",0.908421326,983,202214.7451,565904.0727,363689.3276
"LVAr101","LVA","Latvia","Riga region",0.884994755,984,243353.4407,983400.5691,740047.1285
"LVAr103","LVA","Latvia","Vidzeme region",0.830366549,985,160404.1767,203529.9493,43125.7726
"LVAr104","LVA","Latvia","Kurzeme region",0.83273799,986,132293.8667,258020.7214,125726.8547
"LVAr105","LVA","Latvia","Zemgale region",0.822019797,987,153718.6215,248423.8914,94705.26993
"LVAr106","LVA","Latvia","Latgale region",0.809876785,988,164360.7698,292113.9666,127753.1968
"MARr101","MAR","Morocco","North west",0.696284052,989,1410511.253,7990728.002,6580216.749
"MARr102","MAR","Morocco","Centre north",0.678507221,990,1077702.426,3741941.715,2664239.289
"MARr103","MAR","Morocco","Centre",0.710720025,991,1393942.966,8034511.205,6640568.238
"MARr104","MAR","Morocco","Eastern",0.639022153,992,466925.5101,2167802.266,1700876.756
"MARr105","MAR","Morocco","Centre south",0.66035408,993,540392.9874,2508276.993,1967884.006
"MARr106","MAR","Morocco","Tensift",0.64066169,994,2444658.98,5993266.195,3548607.216
"MARr107","MAR","Morocco","South",0.660131299,995,1578342.063,4587638.749,3009296.685
"MDAr101","MDA","Moldova","North",0.691110415,996,499421.5361,874250.7378,374829.2017
"MDAr102","MDA","Moldova","Center",0.688220764,997,607618.4414,1140568.73,532950.2884
"MDAr103","MDA","Moldova","South",0.707267614,998,360028.9353,664365.0233,304336.088
"MDAr104","MDA","Moldova","Chisinau",0.777931199,999,30411.15311,605826.3996,575415.2465
"MDGr101","MDG","Madagascar","Analamanga",0.632166825,1000,867472.3797,4086749.816,3219277.436
"MDGr102","MDG","Madagascar","Vakinankaratra",0.529450557,1001,1101461.321,1855776.522,754315.2004
"MDGr103","MDG","Madagascar","Itasy",0.519738355,1002,498313.7551,722643.4078,224329.6528
"MDGr104","MDG","Madagascar","Bongolava",0.491695539,1003,438889.7287,555234.3097,116344.5811
"MDGr105","MDG","Madagascar","Haute Matsiatra",0.515398598,1004,868400.6678,1199497.486,331096.818
"MDGr106","MDG","Madagascar","Anamoroni Mania",0.529151391,1005,566791.3189,737432.5007,170641.1819
"MDGr107","MDG","Madagascar","Vatovavy Fitovinany",0.47278909,1006,1375762.914,1654351.018,278588.1043
"MDGr108","MDG","Madagascar","Ihorombe",0.445806857,1007,359415.9781,440249.5804,80833.60231
"MDGr109","MDG","Madagascar","Atsimo Atsinanana",0.418008974,1008,864655.2959,1100066.473,235411.177
"MDGr110","MDG","Madagascar","Atsinanana",0.541060741,1009,895824.4796,1300394.593,404570.1136
"MDGr111","MDG","Madagascar","Analanjirofo",0.541913275,1010,823591.7045,1110262.995,286671.29
"MDGr112","MDG","Madagascar","Alaotra Mangoro",0.535724969,1011,752145.2254,1097662.548,345517.3228
"MDGr113","MDG","Madagascar","Boeny",0.524832759,1012,507940.481,981360.2012,473419.7202
"MDGr114","MDG","Madagascar","Sofia",0.537368542,1013,1244010.73,1428713.255,184702.5247
"MDGr115","MDG","Madagascar","Betsiboka",0.465032546,1014,290799.644,313753.4428,22953.79875
"MDGr116","MDG","Madagascar","Melaky",0.462546382,1015,299573.2279,376010.4344,76437.20645
"MDGr117","MDG","Madagascar","Atsimo Andrefana",0.417123197,1016,1118732.792,1512283.887,393551.0949
"MDGr118","MDG","Madagascar","Androy",0.425332357,1017,643984.0842,908264.6076,264280.5234
"MDGr119","MDG","Madagascar","Anosy",0.42757869,1018,594447.3478,721979.4486,127532.1008
"MDGr120","MDG","Madagascar","Menabe",0.449336088,1019,506521.2636,734243.8993,227722.6357
"MDGr121","MDG","Madagascar","Diana",0.597124715,1020,515863.7846,843599.389,327735.6043
"MDGr122","MDG","Madagascar","Sava",0.570617109,1021,706433.9402,1016115.83,309681.8902
"MEXr101","MEX","Mexico","Aguascalientes",0.789660006,1022,181355.754,1250751.634,1069395.88
"MEXr102","MEX","Mexico","Baja California",0.802779233,1023,297509.7409,3330758.264,3033248.523
"MEXr103","MEX","Mexico","Baja California Sur",0.798268306,1024,113546.9851,757634.8625,644087.8774
"MEXr104","MEX","Mexico","Campeche",0.764301225,1025,293051.3922,877544.6758,584493.2836
"MEXr105","MEX","Mexico","Coahuila",0.790569589,1026,418306.9957,3440999.618,3022692.622
"MEXr106","MEX","Mexico","Colima",0.78200114,1027,112459.4041,735147.4808,622688.0767
"MEXr107","MEX","Mexico","Chiapas",0.692159727,1028,2703895.028,5280724.285,2576829.258
"MEXr108","MEX","Mexico","Chihuahua",0.779611396,1029,664918.7049,3530596.879,2865678.174
"MEXr109","MEX","Mexico","Distrito Federal",0.827768051,1030,17464.00261,8104126.265,8086662.262
"MEXr110","MEX","Mexico","Durango",0.764303295,1031,589539.0033,1368413.375,778874.3715
"MEXr111","MEX","Mexico","Guanajuato",0.750856266,1032,1666324.6,5978287.588,4311962.987
"MEXr112","MEX","Mexico","Guerrero",0.708999005,1033,1634060.861,3600486.119,1966425.259
"MEXr113","MEX","Mexico","Hidalgo",0.754363875,1034,1356953.513,3150519.528,1793566.015
"MEXr114","MEX","Mexico","Jalisco",0.782076427,1035,1270291.063,7857401.999,6587110.936
"MEXr115","MEX","Mexico","Mexico",0.776403163,1036,1260220.715,17134742.4,15874521.69
"MEXr116","MEX","Mexico","Michoacan de Ocampo",0.739742594,1037,1620775.918,4609329.983,2988554.064
"MEXr117","MEX","Mexico","Morelos",0.770094597,1038,312534.1227,1937680.39,1625146.268
"MEXr118","MEX","Mexico","Nayarit",0.771894454,1039,429530.3518,1145597.767,716067.4152
"MEXr119","MEX","Mexico","Nuevo Leon",0.799465977,1040,375416.7662,5106139.881,4730723.115
"MEXr120","MEX","Mexico","Oaxaca",0.702175896,1041,2185928.568,3997278.18,1811349.612
"MEXr121","MEX","Mexico","Puebla",0.736885355,1042,1791235.471,6409990.857,4618755.387
"MEXr122","MEX","Mexico","Queretaro",0.781111302,1043,552409.4206,2009317.467,1456908.046
"MEXr123","MEX","Mexico","Quintana Roo",0.777383766,1044,231370.0071,1472959.289,1241589.282
"MEXr124","MEX","Mexico","San Luis Potosi",0.754652853,1045,998568.4487,2681175.261,1682606.812
"MEXr125","MEX","Mexico","Sinaloa",0.797897124,1046,885931.1991,2854067.967,1968136.768
"MEXr126","MEX","Mexico","Sonora",0.797684899,1047,547892.1128,2890115.013,2342222.9
"MEXr127","MEX","Mexico","Tabasco",0.767771376,1048,893545.1471,2400989.908,1507444.761
"MEXr128","MEX","Mexico","Tamaulipas",0.785344253,1049,530434.6904,3457708.663,2927273.973
"MEXr129","MEX","Mexico","Tlaxcala",0.765059362,1050,219841.2785,1058442.874,838601.5955
"MEXr130","MEX","Mexico","Veracruz",0.737344451,1051,2921537.817,7773426.507,4851888.69
"MEXr131","MEX","Mexico","Yucatan",0.76830969,1052,532313.9289,2051022.659,1518708.73
"MEXr132","MEX","Mexico","Zacatecas",0.758227541,1053,810020.2693,1622891.221,812870.9517
"MKDr101","MKD","North Macedonia","Skopski",0.783299004,1054,70657.88808,629279.7469,558621.8589
"MKDr102","MKD","North Macedonia","Pelagoniski",0.768023491,1055,95120.92121,235235.8323,140114.9111
"MKDr103","MKD","North Macedonia","Vardarski",0.761868723,1056,58933.75832,156153.898,97220.13966
"MKDr104","MKD","North Macedonia","North East",0.735035696,1057,71401.20735,176504.9323,105103.7249
"MKDr105","MKD","North Macedonia","South West",0.762322829,1058,79931.83217,219619.8149,139687.9828
"MKDr106","MKD","North Macedonia","South East",0.73362934,1059,86979.01042,176254.7127,89275.7023
"MKDr107","MKD","North Macedonia","Poloski",0.740637211,1060,72719.54668,326116.5854,253397.0387
"MKDr108","MKD","North Macedonia","East",0.744340572,1061,69557.48993,181004.7375,111447.2476
"MLIr101","MLI","Mali","Kayes",0.393645588,1062,1609170.918,2450534.008,841363.0905
"MLIr102","MLI","Mali","Koulikoro",0.431211783,1063,1787033.795,3199750.962,1412717.167
"MLIr103","MLI","Mali","Sikasso",0.405073335,1064,2200083.958,3338203.339,1138119.38
"MLIr104","MLI","Mali","Segou",0.380522918,1065,1891677.512,2827746.668,936069.1565
"MLIr105","MLI","Mali","Mopti",0.352242365,1066,1793000.431,2457702.241,664701.8095
"MLIr106","MLI","Mali","Tombouctou",0.329370382,1067,572751.7482,872041.9513,299290.2031
"MLIr107","MLI","Mali","Gao and Kidal",0.387786257,1068,497562.8737,789981.5347,292418.661
"MLIr108","MLI","Mali","Bamako",0.602190741,1069,2975.655269,2177429.359,2174453.704
"MMRr101","MMR","Myanmar","Kachin",0.624323617,1071,397287.3873,1714351.653,1317064.266
"MMRr102","MMR","Myanmar","Kayah",0.610323845,1072,84699.43884,292514.1749,207814.7361
"MMRr103","MMR","Myanmar","Kayin",0.557804325,1073,549877.5858,1517313.583,967435.9972
"MMRr104","MMR","Myanmar","Chin",0.593562554,1074,319989.126,551186.1473,231197.0214
"MMRr105","MMR","Myanmar","Sagaing",0.576033579,1075,2997543.659,5610495.104,2612951.445
"MMRr106","MMR","Myanmar","Taninthayi",0.584244721,1076,467117.6445,1350239.037,883121.3926
"MMRr107","MMR","Myanmar","Bago",0.578335099,1077,1606032.031,4970105.134,3364073.104
"MMRr108","MMR","Myanmar","Magway",0.586418816,1078,2254308.758,3967224.755,1712915.998
"MMRr109","MMR","Myanmar","Mandalay, NayPyitaw",0.601495882,1079,2281482.044,7214599.26,4933117.215
"MMRr110","MMR","Myanmar","Mon",0.607556944,1080,398810.1576,2047137.03,1648326.872
"MMRr111","MMR","Myanmar","Rakhine",0.545238904,1081,663514.3756,1949537.859,1286023.483
"MMRr112","MMR","Myanmar","Yangon",0.665380264,1082,600738.4329,7572436.374,6971697.941
"MMRr113","MMR","Myanmar","Shan",0.510321489,1083,2213881.101,6047085.466,3833204.365
"MMRr114","MMR","Myanmar","Ayeyarwaddy",0.559991611,1084,2432132.432,6267412.947,3835280.514
"MNEr101","MNE","Monte Negro","North",0.790208779,1085,41212.60646,168998.069,127785.4625
"MNEr102","MNE","Monte Negro","Centre",0.829063221,1086,41188.81249,310058.5065,268869.694
"MNEr103","MNE","Monte Negro","South",0.818007228,1087,34365.19526,139238.6856,104873.4904
"MNGr101","MNG","Mongolia","Western (Bayan-Ulgii, Govi-Altai, Zavkhan, Uvs, Khovd)",0.677016251,1088,214793.7637,343035.9281,128242.1643
"MNGr102","MNG","Mongolia","Khangai (Arkhangai, Bayankhongor, Bulgan, Uvurkhangai, Khuvsgul, Orkhon)",0.65705924,1089,308606.9384,536555.6677,227948.7293
"MNGr103","MNG","Mongolia","Central (Dornogovi, Dundgovi, Umnugovi, Selenge, Tuv, Darkhan-Uul, Govisumber)",0.72965822,1090,256805.0596,479965.4034,223160.3438
"MNGr104","MNG","Mongolia","Eastern (Dornod, Sukhbaatar, Khentii)",0.68848421,1091,117503.4666,193369.4559,75865.98931
"MNGr105","MNG","Mongolia","Ulaanbaatar",0.809818829,1092,85969.49659,1411233.994,1325264.498
"MOZr101","MOZ","Mozambique","Niassa",0.414881675,1093,938012.1928,1706778.301,768766.1081
"MOZr102","MOZ","Mozambique","Cabo delgado",0.383060999,1094,998863.876,1947936.874,949072.9983
"MOZr103","MOZ","Mozambique","Nampula",0.432882744,1095,3039857.956,5146915.335,2107057.379
"MOZr104","MOZ","Mozambique","Zambezia",0.418559251,1096,3204830.989,5036195.093,1831364.104
"MOZr105","MOZ","Mozambique","Tete",0.398267448,1097,1710925.57,2712244.645,1001319.075
"MOZr106","MOZ","Mozambique","Manica",0.482594287,1098,1086844.615,1980369.068,893524.4537
"MOZr107","MOZ","Mozambique","Sofala",0.472012496,1099,904654.0826,2112627.663,1207973.581
"MOZr108","MOZ","Mozambique","Inhambane",0.463384278,1100,810286.0508,1428775.857,618489.8059
