"GDLcode","X1","X2","X3","X4","X5"
"MEXr122",197729.430526179,348989.366118699,495572.832640859,367426.421509982,599599.416204281
"MEXr123",201172.454729174,203378.043446983,251462.938156059,382198.109479195,434747.743188588
"MEXr124",617580.033182703,590778.155517548,465671.938857424,581057.475980158,426087.657462167
"MEXr125",310011.615372416,550308.742396854,570573.371462828,687207.291383831,735966.946384072
"MEXr126",346925.269731589,507119.448695597,567308.876289391,674366.508398575,794394.909884848
"MEXr127",549451.021629662,504825.955597715,469023.554970073,428301.134751192,449388.241051358
"MEXr128",624486.259379485,600370.254355485,745838.343298895,712576.789716037,774437.016250097
"MEXr129",225798.326297678,277448.975510801,213770.58536619,207436.103331167,133988.883494164
"MEXr130",2480002.22008654,2038194.7257917,1380608.35882768,1091726.45856684,782894.743727232
"MEXr131",285690.632417623,392088.8823107,450338.23504389,469833.621246846,453071.28798094
"MEXr132",541070.748398562,390606.707880914,290433.696522155,191547.888631901,209232.179566469
"PRYr105",141335.225210317,331230.342713356,411270.045301437,534305.182657439,656650.896117452
"PRYr102",382332.016263847,326461.984501511,312861.604582075,236445.130740181,226379.948912387
"PRYr101",355332.834886196,300466.018190096,233619.434205645,214177.539733794,149901.818984269
"PRYr104",185846.504713157,132113.342871366,113752.880433097,111739.651855148,72488.0713272325
"PRYr103",221750.775969515,159128.487241544,162335.606274749,115205.882453966,82960.8831602258
"POLr112",533233.879273367,569762.140134811,605997.454749842,596537.73220939,601428.81563259
"POLr114",574573.336104834,493365.39159435,369076.713419636,314704.962322444,347283.953558737
"POLr101",549337.811859553,528887.80639499,526682.052917624,455062.697762482,439673.148065351
"POLr105",558854.225509667,459868.054439489,369690.692137301,409856.036802779,356861.509110765
"POLr111",166809.094785835,225590.890387819,222469.610789377,215358.39067193,196630.91936504
"POLr103",625970.04948056,627067.733348179,752975.529252442,694069.340562156,665452.626356662
"POLr102",921511.580454065,792057.79015598,976692.681449358,1105821.40692872,1560683.95301187
"POLr113",214029.579583131,187671.915237212,190762.69864446,171209.208636929,227127.204298268
"POLr106",417842.561572206,470182.464081945,466610.268425103,435780.874167754,340396.815752992
"POLr108",307146.170760783,237991.97050711,250495.486604685,196690.857978246,206703.736149176
"POLr116",457175.543453387,442287.79630239,507951.575819708,426971.652407599,467563.002016916
"POLr104",799485.61467501,1018317.76213591,991071.826492611,1017876.56212444,736410.323572028
"POLr107",284770.15713081,276280.586334094,237302.417786379,261731.034075739,209525.345672978
"POLr115",392365.272681577,322606.054359142,280243.372954529,271901.141719983,190002.284284768
"POLr109",627704.46059035,646647.165037238,737448.031728588,681271.814895831,781568.041747993
"POLr110",294521.010162071,426017.651311547,320999.83374097,337660.413844039,334850.963941373
"RUSr101",5831408.99873466,6452946.83316894,7332599.17040624,7420417.03620005,12242012.2914901
"RUSr108",895521.74246993,939376.551650784,1168916.46062047,1441768.4747855,1680874.83447331
"RUSr102",2167078.59603357,2373211.39746473,2781794.45305075,3107609.26712837,3349130.65632258
"RUSr104",2458886.14706681,2177619.81261291,2105556.01316234,1983160.88311157,1027608.98804637
"RUSr105",7146092.03498221,6968683.93235845,6002200.24489357,6093512.03613628,3638581.13162949
