,GDLCODE,Nr_households,Nr_individuals,ECONSIT_1,ECONSIT_2,ECONSIT_3,ECONSIT_4,ECONSIT_5,ECONSIT_AVG,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDUF_1,EDUF_2,EDUF_3,EDUF_4,EDUF_5,EDUM_1,EDUM_2,EDUM_3,EDUM_4,EDUM_5,AGE_1,AGE_2,AGE_3,AGE_4,AGE_5,AGE_6,AGE_7,GENDER_0,GENDER_1,HHTYPE_1,HHTYPE_2,HHTYPE_3,HHTYPE_4,HHTYPE_5,HHTYPE_6,HHTYPE_7,HHTYPE_8,HHSIZE_1,HHSIZE_2,HHSIZE_3,HHSIZE_4,HHSIZE_5,HHSIZE_6,RURALHH_0,RURALHH_1,RURALINDI_0,RURALINDI_1
42735,RUSr107,12024372,29670567,2979749,3027894,2330352,2297516,1388861,2.6746479566666768,6230479,0,2049861,8173255,13216972,3186988,0,1130074,4019442,7568547,3043491,0,919787,4153813,5648425,5709822,2887391,4798203,4695870,4418949,4092763,3067569,15905051,13765516,3165201,2789933,3598233,882638,258638,596776,437195,295758,3165201,3581370,4392305,839557,45939,0,9531791,2492581,23080854,6589713
42736,RUSr108,3872539,9424723,528967,583456,742012,880849,1137255,3.3909499684832096,1944943,0,432700,2337832,4709248,984992,0,228744,1102479,2617876,959951,0,203956,1235353,2091372,1837396,939522,1523842,1528750,1419813,1340521,834879,4934091,4490632,1065854,956516,1161405,225354,49149,182335,148708,83218,1065854,1187679,1312658,282792,22807,749,2249959,1622580,5303816,4120907
42924,RWAr101,292836,1268349,47728,48349,51570,61235,83954,3.2914190878170717,635935,285129,150382,154956,41947,331515,146475,73697,72476,18265,304420,138654,76685,82480,23682,448304,256714,196622,143630,104177,66599,52303,642428,625921,29349,19106,113849,27558,7814,50660,26728,17772,29349,35272,104839,76856,41158,5362,284156,8680,1225308,43041
42925,RWAr102,575617,2757268,119412,118365,115746,109489,112605,2.960928881530601,1852560,539276,205887,133349,26196,960912,275411,101783,64249,11701,891648,263865,104104,69100,14495,1194215,537428,377708,254439,174837,113698,104943,1414056,1343212,50311,27969,195491,58108,20527,120885,58173,44153,50311,63144,181673,148854,111526,20109,506753,68864,2376363,380905
42926,RWAr103,549675,2602607,109008,110059,109575,107013,114020,3.0126947741847454,1706341,522641,213873,133726,26026,885201,266810,105684,63978,11658,821140,255831,108189,69748,14368,1104488,510834,361219,245294,170372,110248,100152,1333331,1269276,47733,26690,187256,54415,19363,116168,56084,41966,47733,60663,177037,143583,103490,17169,500820,48855,2333720,268887
42927,RWAr104,394043,1861924,77746,78298,77008,78000,82991,3.02586519745307,1217306,376126,153190,96820,18482,632261,191900,75219,46350,8317,585045,184226,77971,50470,10165,792535,363920,258580,175535,121670,78492,71192,954047,907877,33843,19145,134055,39323,14275,83188,39887,30327,33843,43560,126886,103284,74163,12307,355425,38618,1651592,210332
42928,RWAr105,591172,2877229,127907,126221,120089,108965,107990,2.9034291204590206,1977414,543230,203191,129528,23866,1022157,276139,100267,62040,10720,955257,267091,102924,67488,13146,1268155,560642,391079,260708,176937,113254,106454,1471323,1405906,49448,28168,201308,58825,21503,125419,60207,46294,49448,64771,183383,152222,118518,22830,493351,97821,2330224,547005
43104,SAUr101,4034866,9804668,819720,810297,807150,802085,795614,2.9860158924732567,1913783,1103324,1559422,3395002,1833137,989636,573223,779913,1717385,971015,924147,530101,779509,1677617,862122,1702720,1133136,1199741,1327750,1387486,1310541,1743294,5031172,4773496,1297737,1013239,1010658,290184,42395,128831,69600,182222,1297737,1277647,1169704,250261,37956,1561,3448581,586285,8558670,1245998
43105,SAUr102,3471960,8832700,690810,691330,694013,696085,699722,3.006503243124921,1688070,966633,1324277,3378135,1475585,877951,506827,667872,1724164,789208,810119,459806,656405,1653971,686377,1542849,1045629,1102695,1222656,1240450,1173596,1504825,4566022,4266678,1015760,797139,930077,275231,43050,151877,86701,172125,1015760,1078527,1084361,250149,40700,2463,2963939,508021,7688947,1143753
43106,SAUr103,2280577,6144721,442606,452281,455937,463011,466742,3.0258715228646085,1206901,716864,958125,2258129,1004702,627831,376011,482734,1152017,546080,579070,340853,475391,1106112,458622,1160553,808227,814028,858185,833707,767325,902696,3184673,2960048,602958,478873,654076,190211,32106,133571,74992,113790,602958,668102,765542,204250,37230,2495,1375403,905174,3957238,2187483
43107,SAUr104,2362457,6166956,465971,469197,471309,473938,482042,3.015612136009248,1181189,690206,928224,2330674,1036663,614844,363336,467561,1192670,556270,566345,326870,460663,1138004,480393,1104244,753854,785646,856015,856584,798581,1012032,3194681,2972275,653947,513758,657619,196958,31012,120051,69328,119784,653947,724191,763225,187562,31547,1985,2105047,257410,5567929,599027
43108,SAUr105,322278,790742,64948,65217,64646,64291,63176,2.986129987153948,156299,93238,123296,278113,139796,80764,47896,60797,141247,75289,75535,45342,62499,136866,64507,140976,92659,97470,106989,111323,104557,136768,405993,384749,101647,77019,82659,22397,3880,11865,7168,15643,101647,96958,98587,21912,3058,116,215831,106447,560754,229988
43534,SDNr101,197565,859043,36211,41401,42852,38946,38155,3.007253309037532,439208,188486,101117,102234,27998,228594,97623,48250,46691,12411,210614,90863,52867,55543,15587,304442,170981,132178,97946,71679,45789,36028,433569,425474,19529,13226,75524,18710,5468,34090,18899,12119,19529,23766,70282,52077,28260,3651,132189,65376,553749,305294
43535,SDNr102,329297,1461090,60124,66783,69326,65444,67620,3.0414610518771807,824205,313752,165711,120751,36671,429484,162797,79129,56143,16295,394721,150955,86582,64608,20376,550546,292901,217625,156609,112738,72203,58468,743848,717242,31016,20104,121271,31248,9717,60934,32768,22239,31016,38472,115439,87692,49984,6694,243780,85517,1050397,410693
43536,SDNr103,207806,979579,38364,40473,40798,42287,45884,3.081104491689364,646732,194238,79775,49292,9542,336354,100372,38027,23082,4184,310378,93866,41748,26210,5358,419792,191268,135460,91656,63184,40873,37346,502019,477560,17880,10006,68824,21128,7530,44501,21907,16030,17880,22878,66606,53892,39858,6692,167210,40596,772378,207201
43537,SDNr104,315953,1614169,65087,62098,58051,58871,71846,3.0325713001617327,1301231,187850,66620,51876,6592,664039,96805,32113,24763,2790,637192,91045,34507,27113,3802,753087,306922,212083,139885,88393,57510,56289,820510,793659,25833,15508,107160,31159,11448,69275,31929,23641,25833,32290,88667,77441,74042,17680,246810,69143,1236661,377508
43538,SDNr105,384638,1969275,87040,81228,75170,66339,74861,2.897963799728576,1594339,223631,81952,61444,7909,813705,114947,39521,29152,3448,780634,108684,42431,32292,4461,921645,374478,256062,170411,107693,70218,68768,1000773,968502,31160,19399,130293,38070,14310,83707,38610,29089,31160,39663,108053,94104,90045,21613,254600,130038,1267498,701777
43539,SDNr106,1241042,5443515,192095,215348,238883,281613,313103,3.248404969372511,2736546,1211316,652769,661755,181129,1419012,630448,315189,305327,79810,1317534,580868,337580,356428,101319,1900046,1093374,837135,626415,459643,294766,232136,2749786,2693729,121295,84377,484933,116608,32187,212813,113601,75228,121295,151494,442195,330130,173384,22544,1190518,50524,5194167,249348
43540,SDNr107,1352912,6402018,277236,285084,296626,274754,219212,2.9065881594663954,4011012,1326535,605352,371004,88115,2085910,688814,290826,173235,39410,1925102,637721,314526,197769,48705,2641908,1261297,906645,623672,436252,281468,250776,3278195,3123823,119547,72393,469195,135968,45382,270333,138667,101427,119547,150149,438414,357734,246791,40277,905001,447911,4123509,2278509
43541,SDNr108,402792,1972101,86151,85346,83060,73062,75173,2.914993346441836,1432627,335097,114685,77076,12616,738874,171570,54454,36124,5503,693753,163527,60231,40952,7113,885858,378703,266165,176841,116724,75614,72196,1006525,965576,32522,18871,136233,40515,14726,86455,41722,31748,32522,43595,123956,102771,83113,16835,268079,134713,1270757,701344
43542,SDNr109,305162,1480577,63252,63470,62423,57213,58804,2.9503444072328797,1059180,259205,89940,61896,10356,547168,132620,42733,28922,4443,512012,126585,47207,32974,5913,662060,285679,200364,132639,88517,57116,54202,755886,724691,25325,14556,102434,30713,11357,65145,31785,23847,25325,33175,94253,78075,62034,12300,210153,95009,989470,491107
43543,SDNr110,312760,1610531,66464,61948,57091,57131,70126,3.008015730911881,1350959,150660,59692,43758,5462,689584,77898,28978,21124,2307,661375,72762,30714,22634,3155,759281,305118,209038,137481,87096,56898,55619,819891,790640,25664,15675,106450,30389,11382,68476,31590,23134,25664,31426,86574,75839,74609,18648,238584,74176,1205408,405123
43544,SDNr111,495035,2502094,117165,109311,104372,82782,81405,2.801935216701849,1964151,332273,112674,82036,10960,1006014,169849,53848,38661,4779,958137,162424,58826,43375,6181,1161838,479007,329526,216746,138521,89630,86826,1273151,1228943,40137,24548,167120,49479,18405,106804,50054,38488,40137,52028,142655,123533,111837,24845,275088,219947,1336340,1165754
43545,SDNr112,662408,3431608,147733,135285,127061,120123,132206,2.9302303112281254,2860137,330282,131843,97627,11719,1458092,170950,64241,46938,4999,1402045,159332,67602,50689,6720,1617417,652207,445246,293815,184556,120917,117450,1745220,1686388,54755,32765,225807,65115,24357,144875,65880,48854,54755,65770,183157,161241,158135,39350,478297,184111,2426527,1005081
43546,SDNr113,602883,3056880,124701,120176,116197,114871,126938,2.9986216231009997,2397053,408484,137983,99747,13613,1226064,210753,66501,47411,5876,1170989,197731,71482,52336,7737,1419125,584634,401354,265503,169570,109394,107300,1556605,1500275,49342,29305,204869,59358,21744,131973,60601,45691,49342,62173,173130,149772,137543,30923,469331,133552,2335492,721388
43547,SDNr114,232089,1189554,49064,46227,42690,42751,51357,3.004782648035883,968397,130424,48262,37500,4971,494272,67234,23267,17865,2031,474125,63190,24995,19635,2940,559400,226536,155151,102191,64010,41519,40747,604669,584885,19102,11574,78303,23140,8338,50859,23561,17212,19102,23559,64783,56150,54798,13697,174388,57701,875729,313825
43548,SDNr115,948125,4921861,212974,195873,187147,177539,174592,2.899698879367172,4043149,518166,195463,146156,18927,2061300,267802,95428,70208,8160,1981849,250364,100035,75948,10767,2318715,938103,636240,421070,265619,173043,169071,2502898,2418963,78918,46951,324138,93664,34486,205979,93872,70117,78918,94240,261530,231408,226144,55885,669400,278725,3405107,1516754
43889,SENr101,498047,3153133,44284,69692,97908,130631,155532,3.56909287677669,1925708,617308,289613,252078,68426,1003780,310575,133847,102968,21160,921928,306733,155766,149110,47266,1074183,664716,593587,352684,230975,146065,90923,1572330,1580803,64302,14442,102497,27127,11564,147345,70783,59987,64302,47958,102286,93347,111757,78397,494193,3854,3117333,35800
43890,SENr102,84902,616860,15929,16893,16591,17765,17724,3.0525547101363926,389907,130148,67319,26797,2689,200650,62884,28654,9296,701,189257,67264,38665,17501,1988,260152,128299,82062,54221,39698,27588,24840,302185,314675,8755,1498,11245,3648,3491,34023,13415,8827,8755,5736,12841,14816,23787,18967,62818,22084,418720,198140
43891,SENr103,179507,1640369,27528,37015,43700,39162,32102,3.062922337290468,1494220,95249,32494,16174,2232,797570,48781,15417,7455,864,696650,46468,17077,8719,1368,768485,309374,215800,132681,92590,63505,57934,870087,770282,4926,1547,31466,5663,5658,93987,25414,10846,4926,4544,18335,31530,59773,60399,154553,24954,1365560,274809
43892,SENr104,166993,1442014,42013,37781,33135,28628,25436,2.7466540513674227,1231644,135915,48771,22053,3631,636147,67725,21712,8659,1146,595497,68190,27059,13394,2485,671199,277214,182662,121558,83356,55865,50160,735389,706625,6670,2832,41113,6053,5167,78147,18758,8253,6670,6078,20603,30506,54814,48322,109072,57921,855602,586412
43893,SENr105,94465,800071,26133,21889,17927,15365,13151,2.6560842640131264,701778,65151,22405,9544,1193,354602,31993,9589,3470,361,347176,33158,12816,6074,832,389143,153099,102101,65268,43181,27376,19903,400015,400056,5834,1842,24537,2908,2787,45218,6339,5000,5834,4151,12161,15861,28066,28392,56603,37862,421527,378544
43894,SENr106,185523,1767606,52575,44183,35557,28140,25068,2.6169908852271684,1488044,186126,64814,25810,2812,771311,93278,28461,9714,864,716733,92848,36353,16096,1948,869200,329688,210465,142489,96110,64680,54974,903628,863978,6177,1556,33389,5116,4387,105825,18863,10210,6177,4875,15488,27578,61030,70375,104097,81426,903512,864094
43895,SENr107,218428,1954140,38020,43036,46333,46497,44542,3.0755626568022416,1510467,272928,106219,57102,7424,782311,135815,47336,21461,2165,728156,137113,58883,35641,5259,854744,376745,275239,175602,119233,85339,67238,989088,965052,13176,2720,38497,8534,5188,104671,31716,13926,13176,8206,24246,35018,67146,70636,175933,42495,1502474,451666
43896,SENr108,113083,978147,33461,27323,20648,16794,14857,2.5778587409248073,831549,94091,33999,15918,2590,429588,46734,15169,6177,816,401961,47357,18830,9741,1774,453713,188850,124620,82428,56367,38319,33850,498484,479663,4822,1842,27565,4192,3544,52530,12818,5770,4822,4141,14066,20536,36813,32705,60110,52973,453398,524749
43897,SENr109,78505,741443,22465,18661,15054,11921,10404,2.6068785427679764,622745,78518,27586,11367,1227,323034,39214,12126,4332,360,299711,39304,15460,7035,867,363219,138628,88938,60170,40604,27130,22754,379066,362377,2790,710,14320,2180,1862,44224,8039,4380,2790,2072,6692,11931,25727,29293,43109,35396,367708,373735
43898,SENr110,133345,1248066,39145,31722,24666,20264,17548,2.5901458622370543,1058639,125972,44761,16856,1838,539654,61982,19077,6066,548,518985,63990,25684,10790,1290,628072,229416,149619,100226,66884,42212,31637,627327,620739,5147,1592,27853,3076,3199,76879,9683,5916,5147,3514,12974,20296,40621,50793,72878,60467,613337,634729
44370,SLEr101,105693,595090,23002,22811,22172,20367,17341,2.869754856045339,460766,60865,40062,29846,3551,246078,29499,17292,11326,1052,214688,31366,22770,18520,2499,271508,123537,79094,51314,29418,20008,20211,305247,289843,6694,2855,26744,9505,3913,28086,17150,10746,6694,8195,25036,29188,32144,4436,54271,51422,289029,306061
44371,SLEr102,53124,330632,12063,11872,11370,10203,7616,2.8011633160153604,275532,28759,15213,10297,831,147371,13885,6664,4002,266,128161,14874,8549,6295,565,158526,65644,40849,28401,15097,10733,11382,172188,158444,1167,1120,13375,3958,2494,16858,9184,4968,1167,2936,11754,14732,19466,3069,25224,27900,150812,179820
44372,SLEr103,53015,366191,14224,14759,12538,7370,4124,2.4796001131755165,313086,25826,16076,10403,800,162879,12207,6688,3575,210,150207,13619,9388,6828,590,181811,77773,44358,29163,15570,9615,7901,185559,180632,664,483,14234,5452,1499,17333,9973,3377,664,1254,7039,12498,30105,1455,11269,41746,72980,293211
44373,SLEr104,132900,725058,29898,29469,27701,25062,20770,2.8294732881866063,579871,69819,38672,33982,2714,312511,34277,16992,12987,836,267360,35542,21680,20995,1878,337832,141581,97282,65588,35956,23897,22922,377603,347455,7054,4695,35088,12951,5884,35790,18975,12463,7054,11022,37862,35178,36511,5273,66479,66421,341929,383129
44374,SLEr105,95032,571202,21671,20918,20342,18108,13993,2.8088433369812273,467837,54531,28770,18656,1408,244857,25757,12117,6695,397,222980,28774,16653,11961,1011,277864,115822,74556,47645,24726,15228,15361,289823,281379,2732,1900,25682,9083,3975,27523,16098,8039,2732,4825,20544,28117,36000,2814,46091,48941,263138,308064
44375,SLEr106,75220,463086,16898,16775,16527,13975,11045,2.8071523530975804,349928,62506,31003,18083,1566,184871,29437,12861,6533,454,165057,33069,18142,11550,1112,211073,102533,62062,40669,21019,13071,12659,234156,228930,1962,987,23552,8134,2059,21290,12153,5083,1962,2746,15258,21724,32280,1250,34563,40657,201471,261615
44376,SLEr107,132648,720163,27552,26795,27546,26711,24044,2.946474880887763,545449,82174,48380,39748,4412,289150,39558,20629,14775,1279,256299,42616,27751,24973,3133,316579,158370,101181,66768,34258,22651,20356,365391,354772,7363,4884,40750,12591,4834,32950,17483,11793,7363,11137,37256,35388,36574,4930,75029,57619,385601,334562
44377,SLEr108,77907,446834,16976,16079,16582,15223,13047,2.8881486901048685,346966,50596,29042,18453,1777,182021,23835,12092,6606,520,164945,26761,16950,11847,1257,204070,93456,61917,42830,20392,12394,11775,225074,221760,4485,1943,23451,7282,2661,20637,10317,7131,4485,4968,18152,21298,26376,2628,41385,36522,223820,223014
44378,SLEr109,109719,607463,22579,22112,22126,22165,20737,2.9669063699085845,449191,68850,43469,40454,5499,241015,33754,19146,15701,1667,208176,35096,24323,24753,3832,266453,133450,83376,55682,30314,18926,19262,311283,296180,7165,3825,28576,9295,4244,28273,17013,11328,7165,9691,29116,27914,30018,5815,63637,46082,335615,271848
44379,SLEr110,38915,233165,9889,9754,8574,6220,4478,2.631093408711294,189441,20245,12597,10016,866,99614,9776,5228,3531,241,89827,10469,7369,6485,625,108247,48277,29607,20562,11417,7516,7539,118390,114775,1395,784,12171,3092,1505,11135,5586,3247,1395,2165,8952,10878,13786,1739,12957,25958,72159,161006
44380,SLEr111,69857,357656,18435,18482,15229,10406,7305,2.5657414432340353,295689,34081,14583,11900,1403,159461,16196,6046,4380,413,136228,17885,8537,7520,990,163002,66038,46140,33613,20374,13369,15120,186496,171160,4838,2764,18283,5953,3132,17137,9706,8044,4838,7191,21312,17424,16736,2356,21308,48549,99738,257918
44381,SLEr112,45321,291433,11217,11318,10113,7571,5102,2.647470267646345,233397,31321,14852,10725,1138,124644,15184,6378,3958,361,108753,16137,8474,6767,777,138083,63102,37540,24862,12112,7705,8029,150525,140908,1071,688,13868,4112,1460,13148,7433,3541,1071,1661,8709,12216,19882,1782,14860,30461,90466,200967
44382,SLEr113,76021,371325,8847,8503,12351,20981,25339,3.5980189684429305,235878,52030,41240,36331,5846,126545,25831,18461,14298,1772,109333,26199,22779,22033,4074,149887,89854,58832,35252,19160,10397,7943,186907,184418,6952,4162,18658,5858,3563,18168,10247,8413,6952,9065,23323,18350,15293,3038,73402,2619,357118,14207
44383,SLEr114,232481,1060652,21968,22828,32990,60053,94642,3.78532439210086,540182,150288,158313,175387,36482,297812,77351,73579,71437,10897,242370,72937,84734,103950,25585,373254,275516,191313,107525,57357,31791,23896,531076,529576,31947,12045,46906,17726,9059,46700,33934,34164,31947,33387,69196,49302,39312,9337,232293,188,1059678,974
44570,SLVr101,318266,1324421,55975,63033,61229,68545,69484,3.1022101009847107,638810,253532,168550,204059,59470,352747,133031,87373,107956,33801,286063,120501,81177,96103,25669,487966,293748,179641,102493,115612,81298,63663,714908,609513,32760,23611,125565,15900,8949,65592,37218,8671,32760,43002,121361,87130,26255,7758,236629,81637,989830,334591
44571,SLVr102,758751,2916645,105737,133557,172793,174233,172431,3.229408593860173,1238262,539597,383530,576480,178776,681359,283442,197508,304542,98644,556903,256155,186022,271938,80132,981728,606458,417372,267945,279304,196853,166985,1565495,1351150,88528,77600,311628,36110,16919,129482,76322,22162,88528,123248,314001,187285,37126,8563,648471,110280,2497754,418891
44572,SLVr103,192299,804546,62784,40581,30382,29500,29052,2.591547537948715,396219,150281,102533,119819,35694,218479,79402,53726,63860,20665,177740,70879,48807,55959,15029,301312,179117,109477,62183,67259,48102,37096,436132,368414,19458,14053,77281,8370,5542,39905,22781,4909,19458,25289,73520,52430,16795,4807,108997,83302,467443,337103
44573,SLVr104,581838,1434354,48633,60806,220921,156261,95217,3.3241847387073378,653862,388415,254087,105406,32584,309261,159094,50953,56292,19006,344601,229321,203134,49114,13578,462138,178853,187178,451298,68512,48613,37762,594606,839748,19472,13884,465018,9716,5644,39933,23372,4799,19472,24576,71715,52187,408607,5281,490372,91466,1052841,381513
44766,SOMr101,295834,1518099,53238,53848,54927,62431,71390,3.151730362297775,1261603,146865,58696,45495,5440,640673,77659,29731,22320,2362,620930,69206,28965,23175,3078,711863,291621,197260,129916,81995,53359,52085,772745,745354,24298,14519,99883,29168,10391,66410,29823,21342,24298,29686,82469,71198,70570,17613,277310,18524,1412611,105488
44767,SOMr102,105255,540474,20692,20530,20437,21245,22351,3.0383164695263885,457498,47550,19474,14174,1778,232346,25039,9893,6989,810,225152,22511,9581,7185,968,255132,103055,70106,46172,28854,18730,18425,275077,265397,8240,5214,35940,10459,3668,23539,10934,7261,8240,10672,29213,25354,25399,6377,87626,17629,441094,99380
44768,SOMr103,97727,500598,19324,19079,19417,19739,20168,3.024026113561247,418524,47861,18704,13886,1623,212222,25367,9339,6793,733,206302,22494,9365,7093,890,236369,94425,65262,43098,26577,17361,17506,254454,246144,7735,4741,33208,9757,3396,21908,10204,6778,7735,9644,27488,23715,23290,5855,80747,16980,405125,95473
44769,SOMr104,56994,291000,11730,11742,11491,11073,10958,2.9611713513703197,247931,24592,10180,7422,875,126147,12857,5159,3651,398,121784,11735,5021,3771,477,137330,55209,38034,24845,15614,10176,9792,148212,142788,4725,2729,19576,5691,1934,12717,5913,3709,4725,5524,15931,13749,13640,3425,44134,12860,219636,71364
44770,SOMr105,126404,651295,26853,26318,25665,23442,24126,2.9341001867029526,554662,54968,23122,16577,1966,281727,28933,11722,8158,892,272935,26035,11400,8419,1074,308109,123949,84104,55777,34681,22834,21841,331432,319863,10105,6179,42912,12412,4490,28555,13000,8751,10105,12408,35062,30567,30642,7620,93286,33118,466099,185196
44771,SOMr106,114104,586339,23136,23469,22398,21769,23332,2.988536773469817,499060,49476,20850,15098,1855,253173,26151,10623,7395,842,245887,23325,10227,7703,1013,276891,111915,76324,49920,31131,20210,19948,298184,288155,9076,5493,38690,11437,4010,25615,11757,8026,9076,11283,31936,27458,27378,6973,89329,24775,448208,138131
44772,SOMr107,57436,293325,11393,11219,11159,11710,11955,3.0281182533602617,249025,25233,10534,7641,892,126605,13354,5283,3666,414,122420,11879,5251,3975,478,138297,56050,37881,25173,15903,10144,9877,149322,144003,4639,2800,19518,5844,1919,12985,6050,3681,4639,5730,16081,13771,13743,3472,48195,9241,241797,51528
44773,SOMr108,108679,556656,22412,22228,21689,20807,21543,2.9709327468968247,469310,50850,19751,14888,1857,237861,26765,10031,7342,855,231449,24085,9720,7546,1002,262499,105843,72368,47669,29692,19498,19087,282854,273802,8684,5361,36943,10863,3838,24272,11152,7566,8684,10837,30506,26266,25922,6464,83570,25109,417572,139084
44774,SOMr109,107989,554218,23227,22750,21982,20028,20002,2.915065423330154,472264,46407,19686,14219,1642,239899,24564,9944,7057,741,232365,21843,9742,7162,901,262424,104869,72031,47417,29433,19035,19009,282205,272013,8601,5328,36734,10767,3761,24125,11141,7532,8601,10826,30121,26019,25930,6492,78723,29266,391474,162744
44775,SOMr110,207403,1068287,42067,41702,40919,39643,43072,2.999763744979581,910428,89167,38100,27316,3276,462233,47296,19328,13519,1515,448195,41871,18772,13797,1761,504573,203972,138704,90598,56898,37397,36145,543891,524396,16447,10222,70562,20391,7354,46546,20931,14950,16447,20907,57178,50759,49591,12521,166246,41157,836608,231679
44776,SOMr111,123920,638347,27272,26864,25615,22306,21863,2.8759199483537765,544438,53253,22619,15993,2044,276512,27950,11479,7790,944,267926,25303,11140,8203,1100,302170,121331,82733,54487,33742,22073,21811,324675,313672,9682,6158,41948,12484,4415,27842,12782,8609,9682,12353,34346,30067,30132,7340,83834,40086,416635,221712
44777,SOMr112,76870,393821,16228,16356,15649,14420,14217,2.9224925198386886,335097,33558,14013,9848,1305,170002,17713,7002,4823,585,165095,15845,7011,5025,720,186087,75018,51019,33621,20925,13802,13349,200125,193696,6137,3775,25967,7645,2670,17352,8032,5292,6137,7734,21426,18571,18320,4682,56587,20283,281131,112690
44778,SOMr113,111089,572123,22595,22526,21812,21677,22479,2.990269063543645,486847,48426,20199,14775,1876,247116,25638,10227,7261,852,239731,22788,9972,7514,1024,270904,108447,73920,49298,30486,19599,19469,291094,281029,8809,5391,37937,10984,3888,25041,11403,7636,8809,10951,30887,26749,26920,6773,87658,23431,440824,131299
44779,SOMr114,193715,998254,43134,44218,40867,33259,32237,2.8309217148904318,850824,84118,35049,25163,3100,432120,44274,17777,12354,1368,418704,39844,17272,12809,1732,471813,189847,129122,85576,53398,34800,33698,507893,490361,15418,9658,66016,19006,7128,42762,19740,13987,15418,19353,53739,47131,46594,11480,123014,70701,609034,389220
44780,SOMr115,289810,1495020,58760,58347,57660,54779,60264,2.9980676995272764,1274139,124625,53002,38485,4769,646760,65806,26930,18881,2159,627379,58819,26072,19604,2610,705748,284783,193137,127863,79802,52272,51415,760536,734484,23327,14444,99066,28324,10337,64708,28819,20785,23327,29020,80216,70034,69717,17496,234527,55283,1184669,310351
44781,SOMr116,346687,1775291,58614,58785,62484,76318,90486,3.234439133858495,1469629,174140,70378,54680,6464,746058,92442,35794,26708,2870,723571,81698,34584,27972,3594,830685,341593,231556,152527,95794,62422,60714,903872,871419,28625,17122,116486,34531,12132,77526,34891,25374,28625,35127,96701,83562,82152,20520,344451,2236,1762568,12723
44782,SOMr117,128823,662816,26972,27451,26439,23731,24230,2.9285531310402644,563979,55874,23522,17290,2151,286018,29453,11986,8513,984,277961,26421,11536,8777,1167,313652,125724,86263,56697,35043,22831,22606,336954,325862,10058,6430,43913,12827,4521,28724,13190,9160,10058,12898,35848,31162,31154,7703,93866,34957,468517,194299
44783,SOMr118,136527,701070,25124,25217,25251,29047,31888,3.127139686655387,596172,59288,25226,18133,2251,303126,31450,12886,8800,1013,293046,27838,12340,9333,1238,330863,134102,91178,59598,37411,24513,23405,357275,343795,10819,6659,46229,13525,4706,30898,14064,9627,10819,13552,38042,33196,32710,8208,123626,12901,627776,73294
44986,SRBr101,615316,1605078,58585,110642,133730,148892,163467,3.4030676920476632,275608,190362,158649,549232,431227,152680,112529,67944,287818,221578,122928,77833,90705,261414,209649,223703,172193,195457,233386,205693,232439,342207,842549,762529,168046,107242,182737,56486,7490,47459,30380,15476,168046,158753,224277,58855,5385,0,544255,71061,1395468,209610
44987,SRBr102,749783,1888046,165916,162737,146917,150398,123815,2.8712414125153543,411946,361595,327010,562211,225284,232193,209599,131966,291381,116977,179753,151996,195044,270830,108307,275211,189986,208011,239219,257954,313439,404226,982116,905930,235821,144529,187394,62600,10484,58732,31374,18849,235821,202632,229196,70042,11277,815,506636,243147,1232494,655552
44988,SRBr103,677448,1952015,162000,139215,126870,116717,132646,2.8801295449982875,462561,405409,351177,520047,212821,260584,225761,135676,266005,109754,201977,179648,215501,254042,103067,268705,205213,210485,249222,264577,346577,407236,997780,954235,165038,129445,161534,47903,12273,97339,36165,27751,165038,184283,201492,100687,22835,3113,379552,297896,1042246,909769
44989,SRBr104,573120,1650802,138454,112275,112007,110309,100075,2.862639586823004,402180,336329,273356,433726,205211,227411,184774,105104,220652,105834,174769,151555,168252,213074,99377,216836,183053,180760,218104,218371,280595,353083,843775,807027,132319,112333,135464,38936,13119,83390,36802,20757,132319,158407,180298,82306,18780,1010,340254,232866,940550,710252
45066,SSDr101,250153,1294285,46232,46739,48457,53656,55069,3.0983038380511125,1003956,180743,60542,42771,6273,536400,82325,25006,14824,1637,467556,98418,35536,27947,4636,597237,249145,170237,112626,72584,46955,45501,660192,634093,19935,12634,86694,26078,8800,52688,24804,18520,19935,26730,73752,62493,55135,12108,167937,82216,856694,437591
45067,SSDr102,291748,1563854,59083,58997,60270,59153,54245,2.9673690993597215,1338984,126799,55222,37743,5106,703600,56570,22253,12979,1341,635384,70229,32969,24764,3765,738970,298024,200991,133008,83867,55349,53645,796743,767111,23826,15152,101659,28970,10366,62338,28250,21187,23826,29628,80565,71030,69137,17562,164706,127042,843328,720526
45068,SSDr103,141838,759372,31869,31533,29988,24521,23927,2.838576404066611,646856,64050,27177,18765,2524,341058,28312,10744,6373,701,305798,35738,16433,12392,1823,359736,144577,97682,64211,40574,26821,25771,387188,372184,11268,7463,49137,13918,5220,30605,13862,10365,11268,14304,39405,34577,33578,8706,62648,79190,323099,436273
45069,SSDr104,268009,1451635,66980,65422,59315,41569,34723,2.6702834606300536,1243093,116597,51788,35275,4882,657213,49923,19978,11366,1226,585880,66674,31810,23909,3656,687117,276846,186841,122926,77484,51047,49374,739706,711929,21384,13865,93163,26614,9583,57491,25974,19935,21384,26941,74445,64978,63641,16620,73472,194537,389052,1062583
