,GDLCODE,Nr_households,Nr_individuals,ECONSIT_1,ECONSIT_2,ECONSIT_3,ECONSIT_4,ECONSIT_5,ECONSIT_AVG,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDUF_1,EDUF_2,EDUF_3,EDUF_4,EDUF_5,EDUM_1,EDUM_2,EDUM_3,EDUM_4,EDUM_5,AGE_1,AGE_2,AGE_3,AGE_4,AGE_5,AGE_6,AGE_7,GENDER_0,GENDER_1,HHTYPE_1,HHTYPE_2,HHTYPE_3,HHTYPE_4,HHTYPE_5,HHTYPE_6,HHTYPE_7,HHTYPE_8,HHSIZE_1,HHSIZE_2,HHSIZE_3,HHSIZE_4,HHSIZE_5,HHSIZE_6,RURALHH_0,RURALHH_1,RURALINDI_0,RURALINDI_1
24330,IRLr102,106179,289056,18178,19018,20940,21335,26708,3.1824937134461617,66795,25830,29653,69527,97251,34072,12300,12950,36727,52040,32723,13530,16703,32800,45211,61766,43490,36873,42193,40396,29327,35011,148089,140967,23982,20772,39782,13977,979,1219,1944,3524,23982,30720,38382,11969,1126,0,33143,73036,92205,196851
24331,IRLr103,171668,448065,41750,41581,34331,32644,21362,2.710411957965375,117109,55768,61601,103833,109754,58841,25443,26728,56023,58124,58268,30325,34873,47810,51630,99702,55890,45238,59252,66675,59020,62288,225159,222906,42330,39123,64356,20015,594,1333,1615,2302,42330,51619,59535,16410,1774,0,48499,123169,131449,316616
24332,IRLr104,485401,1325008,83023,86895,96041,97167,122275,3.18289208304062,308691,117210,134790,318093,446224,155994,62768,63644,168665,228451,152697,54442,71146,149428,217773,285816,195631,169843,195256,185046,133642,159774,679522,645486,109990,95879,180604,64424,4385,5567,8590,15962,109990,141968,174534,53884,5025,0,468076,17325,1277015,47993
24333,IRLr105,241291,658997,41310,43325,47554,48258,60844,3.182356573597855,153203,58763,67537,158083,221411,77858,29201,30439,83782,116493,75345,29562,37098,74301,104918,141897,98026,83933,97033,91804,66570,79734,337773,321224,54562,47415,89936,31859,2224,2941,4555,7799,54562,69996,86843,27377,2513,0,134967,106324,373197,285800
24334,IRLr106,168333,455091,36767,34726,34230,34760,27850,2.8942572163509235,111385,46530,61443,118185,117548,55538,20966,26081,61636,60408,55847,25564,35362,56549,57140,100553,62136,54625,58147,59752,59750,60128,224629,230462,40704,34625,64263,19038,1054,2096,1711,4842,40704,47783,58828,18902,2007,109,68162,100171,190329,264762
24335,IRLr107,159934,432022,34949,32978,32574,32952,26481,2.8939437517976163,105630,44245,58462,112063,111622,52594,19606,24714,58622,57824,53036,24639,33748,53441,53798,95417,58956,51584,55610,56350,57222,56883,213360,218662,38685,32985,61236,17967,954,1913,1632,4562,38685,45456,55936,17970,1781,106,51789,108145,145501,286521
24336,IRLr108,251934,682022,55093,51908,50922,52254,41757,2.8955043781307803,167411,69913,91633,177073,175992,83217,31652,39059,92329,90263,84194,38261,52574,84744,85729,151116,92496,81804,87704,89319,89655,89928,336520,345502,60951,52034,96057,28420,1544,3143,2572,7213,60951,71778,87880,28196,2959,170,112030,139904,312595,369427
25149,IRNr101,428243,1468877,90099,87230,84221,85286,81407,2.9548667462165175,530151,255934,242191,323855,116746,283788,112387,119828,161166,61692,246363,143547,122363,162689,55054,347268,285429,288948,211453,145668,86329,103782,738861,730016,36867,78837,263831,28876,1105,12145,1955,4627,36867,96040,230565,57073,7489,209,314981,113262,1115304,353573
25150,IRNr102,780769,2599198,157431,155406,156523,159099,152310,2.9916121157474236,851112,429210,442225,637409,239242,453038,189388,220573,319687,126833,398074,239822,221652,317722,112409,532172,466913,490296,400800,313572,199104,196341,1309519,1289679,72388,138791,456726,51229,5084,40430,9418,6703,72388,172426,443896,82095,9964,0,589333,191436,2008502,590696
25151,IRNr103,941920,3224567,183282,185074,189645,194807,189112,3.022712119925259,1040365,496749,521732,811450,354271,547047,218098,257868,403630,185718,493318,278651,263864,407820,168553,686823,604552,641275,488898,376797,225210,201012,1612361,1612206,72656,156885,578302,54927,6045,52195,11031,9879,72656,190339,559688,108703,10439,95,753095,188825,2622411,602156
25152,IRNr104,1104756,3903953,231086,227700,213502,220727,211741,2.9586668911506253,1522613,699867,592530,768787,320156,804288,302849,291623,377657,166792,718325,397018,300907,391130,153364,926950,742763,776029,554647,397407,248488,257669,1943209,1960744,81373,170889,698126,68567,5540,53127,11314,15820,81373,211245,635966,150933,24751,488,833349,271407,3031584,872369
25153,IRNr105,847576,3257107,180660,185017,155006,166904,159989,2.9298528981471867,1475909,601767,462064,514016,203351,782313,256687,226519,251974,105751,693596,345080,235545,262042,97600,879642,685571,610697,431434,302390,175420,171953,1623244,1633863,50708,106945,543065,53806,5919,60918,13182,13033,50708,134843,461992,155383,41154,3496,671734,175842,2642093,615014
25154,IRNr106,548593,2048138,113472,112396,105887,109962,106876,2.9715162242318076,786005,320391,341096,443884,156762,424146,136872,166643,220374,83314,361859,183519,174453,223510,73448,473439,452790,396787,281802,202386,130707,110227,1031349,1016789,33934,77089,342618,52334,3507,24502,6296,8313,33934,100919,291222,99451,22599,468,450234,98359,1712682,335456
25155,IRNr107,1135061,4722137,235097,230231,217905,223418,228410,2.9822150527592792,1912785,765631,754729,956904,332088,1013643,331525,363187,476241,175394,899142,434106,391542,480663,156694,1345804,1058076,929432,589731,396247,222796,180051,2359990,2362147,55113,128455,736633,92167,7502,76712,20172,18307,55113,164596,539797,273892,95003,6660,947599,187462,4014424,707713
25156,IRNr108,1278089,4788809,256546,250248,255926,257150,258219,3.0080182209533137,1636632,802924,821432,1086049,441772,868721,350494,401809,544924,233861,767911,452430,419623,541125,207911,1147186,989436,990113,642005,481022,283226,255821,2399809,2389000,85537,181918,800584,109348,8126,59987,15001,17588,85537,235505,668305,239374,47115,2253,1078512,199577,4110295,678514
25157,IRNr109,804274,3038181,164461,161780,159996,158808,159229,2.983294250466881,1235073,410570,493599,658792,240147,647982,181625,236700,325922,125313,587091,228945,256899,332870,114834,891070,650518,576715,374562,258709,146545,140062,1517542,1520639,63164,114721,511230,72682,3817,22351,6378,9931,63164,145768,392867,161457,39387,1631,651991,152283,2527129,511052
25158,IRNr110,1724896,6246183,357750,347961,342238,341047,335900,2.9706567816262544,2348688,1180952,1070767,1175888,469888,1250245,520729,526755,594653,249323,1098443,660223,544012,581235,220565,1704195,1274879,1236543,786929,584476,321868,337293,3141705,3104478,138604,270739,1089658,137962,7935,48600,15319,16079,138604,336657,923433,277321,47813,1068,1456998,267898,5385906,860277
25159,IRNr111,1463963,5087186,285591,284277,297921,298694,297480,3.0260901402562768,1620003,828422,853090,1275663,510008,849248,364966,418993,637091,266353,770755,463456,434097,638572,243655,1151653,973647,1045757,731438,546881,324487,313323,2536651,2550535,117401,248350,931527,93424,6602,43848,9944,12867,117401,300962,832510,186274,25053,1763,1226861,237102,4330941,756245
25160,IRNr112,616445,2643268,151027,133590,107907,107873,116048,2.8447955616478358,1563629,384889,307598,299820,87332,820332,174648,145244,150729,45932,743297,210241,162354,149091,41400,1061020,579360,437148,249362,145923,89403,81052,1336885,1306383,45310,69841,380159,80102,2949,17796,8319,11969,45310,94167,229927,152230,87032,7779,468882,147563,2088599,554669
25161,IRNr113,399799,1545606,85975,88903,71292,79752,73877,2.916590586769852,698277,286111,219662,250615,90941,374813,120996,108270,122991,47541,323464,165115,111392,127624,43400,385793,335000,295768,212918,137606,90775,87746,774611,770995,19952,55706,250643,25602,3748,31556,7623,4969,19952,67225,218643,76404,16658,917,307620,92179,1214524,331082
25162,IRNr114,506693,1800587,109836,106006,97151,100033,93667,2.924390113934868,690455,356517,301500,333998,118117,369889,153122,149028,165212,62414,320566,203395,152472,168786,55703,428396,376941,347500,243648,177076,111546,115480,899665,900922,38557,86454,307908,36265,3475,23286,4696,6052,38557,105807,272222,76671,13084,352,365446,141247,1345508,455079
25163,IRNr115,243361,950962,51312,50515,46187,48789,46558,2.953838125254252,378857,151423,154000,193985,72697,199791,65191,74552,94130,37965,179066,86232,79448,99855,34732,256436,211473,176624,124161,85339,48464,48465,471629,479333,14326,34257,164249,16192,881,9905,1800,1751,14326,40737,122866,51528,13436,468,178741,64620,720486,230476
25164,IRNr116,474737,1853425,98562,97184,91474,94683,92834,2.970600564101808,743701,262687,292830,416708,137499,396766,113017,141033,204271,71869,346935,149670,151797,212437,65630,472149,421835,360641,247458,164756,94549,92037,926956,926469,27342,61156,314129,38987,2660,18213,5367,6883,27342,77777,238559,104680,25882,497,370324,104413,1479391,374034
25165,IRNr117,139234,577466,28625,26932,26869,28020,28788,3.0101555654509675,221926,66745,80426,147485,60884,118252,29007,37937,71160,31462,103674,37738,42489,76325,29422,145244,134346,118246,79257,46863,31012,22498,287818,289648,5481,15572,96225,12054,817,5059,2263,1763,5481,19303,68099,34523,11553,275,99376,39858,421661,155805
25166,IRNr118,158726,681710,32771,30035,30457,32429,33034,3.018396481987828,283320,88905,96135,150005,63345,152467,39244,46110,73597,32965,130853,49661,50025,76408,30380,192871,155107,134370,85447,54516,30358,29041,344383,337327,5965,17817,106129,12456,1707,9795,1645,3212,5965,22791,71598,44077,13912,383,132058,26668,574506,107204
25167,IRNr119,241122,978459,51155,48733,46536,48490,46208,2.957959041481076,379793,144631,157618,218578,77839,201633,63677,76082,107332,40924,178160,80954,81536,111246,36915,276446,200416,206284,124122,78908,50781,41502,489648,488811,12309,28691,154948,20815,1481,15844,3713,3321,12309,37713,119783,53396,17034,887,169881,71241,710963,267496
25168,IRNr120,290171,1053375,63121,61704,54556,58247,52543,2.915177602172512,429140,185107,159175,202649,77304,230193,79433,78126,98733,40516,198947,105674,81049,103916,36788,259985,223614,204237,141659,100392,60484,63004,527001,526374,18236,48922,187615,17501,1053,11532,1524,3788,18236,57637,161132,44644,8360,162,187162,103009,707105,346270
25169,IRNr121,188972,647782,38550,37679,37853,38344,36546,2.9823095485045403,213116,100063,102754,159294,72555,111939,44769,50489,79008,38256,101177,55294,52265,80286,34299,159109,125226,127449,86816,63988,43356,41838,324461,323321,15146,34329,118394,12432,1026,4726,903,2016,15146,42019,104945,24224,2638,0,137200,51772,483796,163986
25170,IRNr122,317093,1119719,62615,63428,63575,64234,63241,3.0064902094968984,399332,175450,167727,254011,123199,207413,77989,81900,125268,63851,191919,97461,85827,128743,59348,302985,214048,230910,141483,103427,60828,66038,556421,563298,26138,53189,206067,15330,1144,9743,2760,2722,26138,61470,177831,43728,7260,666,252244,64849,911465,208254
25171,IRNr123,401616,1605174,89034,82934,77158,77524,74966,2.916472451296761,687358,266616,247042,309565,94593,366872,117355,118462,153443,50197,320486,149261,128580,156122,44396,493828,352753,321359,189578,120827,68284,58545,806329,798845,26141,57573,247171,40000,2341,17526,6180,4684,26141,71253,183401,86695,31888,2238,268585,133031,1121479,483695
25172,IRNr124,4496345,15352048,789061,823893,950221,945584,987586,3.1153694834359906,4183333,2098585,2501279,4446078,2122773,2168656,937656,1220300,2261947,1105932,2014677,1160929,1280979,2184131,1016841,3312491,2830520,3353961,2276089,1715433,1011631,851923,7694491,7657557,413674,738278,2738082,345413,18186,134693,37555,70464,413674,955643,2541957,522918,60566,1587,4356820,139525,14901655,450393
25173,IRNr125,334284,1277927,69805,70887,62374,67493,63725,2.9534707015591533,523058,214422,191032,249433,99982,277622,91724,93637,121908,52302,245436,122698,97395,127525,47680,324194,275403,243106,178216,116353,67610,73045,637193,640734,18590,42203,217881,23964,2073,20959,3967,4647,18590,53432,185041,64048,12918,255,263394,70890,1028290,249637
25174,IRNr126,323904,1193337,66529,66970,63576,65106,61723,2.96456974906145,450581,210851,200181,237908,93816,234544,91475,97280,116561,48713,216037,119376,102901,121347,45103,321506,243624,249255,158691,111046,55457,53758,588573,604764,18310,50708,214354,24654,1278,8918,2919,2763,18310,61485,179776,54163,9783,387,270166,53738,1013889,179448
25175,IRNr127,355180,1263199,75463,73786,68714,70942,66275,2.940255645025058,460536,223241,206223,278985,94214,243445,96087,100691,136005,49288,217091,127154,105532,142980,44926,304067,266425,255752,180043,121455,67686,67771,625516,637683,24847,60053,230814,21019,1552,11275,1911,3709,24847,70541,199109,52595,8088,0,241370,113810,889243,373956
25176,IRNr128,487334,1861092,106791,100840,92474,98074,89155,2.9219467552027973,763891,331019,306661,338031,121490,411787,144541,151089,167167,64469,352104,186478,155572,170864,57021,520562,379974,358319,254884,177225,91652,78476,939053,922039,27954,65930,313419,36151,3528,27625,6406,6321,27954,83562,266654,90822,17656,686,312565,174769,1242776,618316
25177,IRNr129,245734,898971,53940,52830,45616,48414,44934,2.908730578593113,413889,154832,134317,140650,55283,223421,67099,65900,68968,29000,190468,87733,68417,71682,26283,259931,185566,159480,109856,89073,46826,48239,454388,444583,21102,37766,157102,19087,1462,5782,1498,1935,21102,47574,124412,43583,8950,113,179148,66586,679686,219285
25178,IRNr130,186680,664732,42094,39199,35519,36155,33713,2.893904006856653,296219,112464,92027,110305,53717,161762,50116,45355,54146,28288,134457,62348,46672,56159,25429,194979,126348,118739,80803,57391,35564,50908,339667,325065,18755,34589,115852,12205,442,2275,630,1932,18755,41412,87451,31163,7811,88,97338,89342,375755,288977
25779,IRQr101,303276,1298314,60322,60498,60494,60427,61535,3.007765203972619,557262,292605,163843,220071,64533,302792,133257,78383,106341,31225,254470,159348,85460,113730,33308,429792,260844,203987,156628,115929,73140,57994,651998,646316,31130,24027,110540,25580,8361,53684,30954,19000,31130,40984,113819,74927,36921,5495,269169,34107,1138817,159497
25780,IRQr102,749823,3270428,147722,148225,150560,151985,151331,3.0146407885594333,1434870,723497,416637,540435,154989,779934,328797,198544,258387,74975,654936,394700,218093,282048,80014,1077340,667164,508965,392141,293356,185087,146375,1640637,1629791,78026,58830,274421,62311,21121,134803,74182,46129,78026,98332,272277,186809,99104,15275,615057,134766,2619348,651080
25781,IRQr103,469477,1987177,91749,92163,93095,94705,97765,3.0310430542923297,817828,441442,257509,368908,101490,443597,201523,123098,177872,49279,374231,239919,134411,191036,52211,644034,399660,314010,245048,181418,113803,89204,995369,991808,51351,40838,172870,38525,12927,79615,45741,27610,51351,64500,177812,114527,53858,7429,401527,67950,1671583,315594
25782,IRQr104,341394,1462634,67908,68069,69058,68593,67766,3.000703000052725,627838,323026,186362,251763,73645,340651,147368,88934,121367,35842,287187,175658,97428,130396,37803,483463,294480,229706,176828,130744,82255,65158,734162,728472,35084,27304,125256,28722,9462,60187,34348,21031,35084,46082,127858,84597,41653,6120,279242,62152,1173606,289028
25783,IRQr105,589754,2535532,115993,116213,118192,119177,120179,3.0192215737409156,1085945,567573,322095,432851,127068,589859,258348,153943,208285,61468,496086,309225,168152,224566,65600,831989,514392,397886,306324,227795,143737,113409,1271903,1263629,61152,47319,215778,49582,16416,104557,58432,36518,61152,80587,219181,145841,72552,10441,498063,91691,2100732,434800
25784,IRQr106,413512,1798552,82324,83374,84034,83089,80691,2.991412582948016,772699,404886,228574,304946,87447,419486,184144,109695,146681,42492,353213,220742,118879,158265,44955,598165,362950,280750,216309,159800,100840,79738,902498,896054,42005,32147,152070,34206,11700,74249,41677,25458,42005,53554,151845,104607,53243,8258,321374,92138,1364621,433931
25785,IRQr107,340610,1476528,68247,67552,68592,68630,67589,2.9993012536331873,651569,328696,190741,239118,66404,353283,149752,91365,114543,32008,298286,178944,99376,124575,34396,494763,298185,229371,176993,129990,82255,64971,740951,735577,34801,25869,123732,28611,9856,61340,34949,21452,34801,43707,125441,86173,43626,6862,287636,52974,1226179,250349
25786,IRQr108,1519329,6424240,287701,289594,295033,306443,340558,3.0806691638216606,2609865,1425442,844770,1210437,333726,1424434,648800,401634,582436,160648,1185431,776642,443136,628001,173078,2049299,1281427,1022450,798775,598765,374571,298953,3217952,3206288,171056,139569,566859,128482,40368,249255,137886,85854,171056,217174,573679,368172,168719,20529,1512692,6637,6392948,31292
25787,IRQr109,412859,1796177,82253,83105,84284,82689,80528,2.9906360282808415,793802,399424,232463,289702,80786,430565,181740,111363,138856,38812,363237,217684,121100,150846,41974,601020,363258,279223,214507,158643,100450,79076,901336,894841,41781,31516,150178,34734,12010,74696,42109,25835,41781,53336,151231,104477,53605,8429,331466,81393,1411463,384714
25788,IRQr110,244659,1069210,49012,48894,48723,49318,48712,2.999280631409431,486781,237152,137694,163033,44550,264375,107464,65695,78089,21542,222406,129688,71999,84944,23008,360783,214616,166367,126813,93655,59945,47031,537165,532045,23601,17328,88237,20877,7222,45163,25891,16340,23601,31152,89342,62315,32833,5416,230097,14562,999625,69585
25789,IRQr111,274671,1228749,57510,56530,57072,54643,48916,2.9305532801060177,611983,270346,147955,155482,42983,331076,123148,70841,73868,20828,280907,147198,77114,81614,22155,430220,247531,187920,141032,103806,66322,51918,619761,608988,26010,18296,98690,23109,8378,51275,29786,19127,26010,32704,95005,70953,42230,7769,187969,86702,815670,413079
25790,IRQr112,284418,1233673,56572,56740,57168,57060,56878,3.0032768671462424,549239,274648,158971,197343,53472,297714,124876,75767,94836,25982,251525,149772,83204,102507,27490,414194,248813,192419,146763,108075,68929,54480,619175,614498,28755,21366,103324,24095,8336,51129,29362,18051,28755,36568,104673,71600,36906,5916,248565,35853,1063695,169978
25791,IRQr113,315039,1390227,63153,63224,62739,63278,62645,2.996946409809579,650488,302112,176593,204801,56233,353636,137174,84251,98071,27111,296852,164938,92342,106730,29122,472968,280315,216045,163518,120473,76882,60026,700243,689984,30220,22242,114337,26600,9360,58278,33262,20740,30220,38892,113550,80186,44820,7371,298476,16563,1309967,80260
25792,IRQr114,256092,1126025,52020,51724,52224,51524,48600,2.97250987926214,522949,245826,144038,167014,46198,283589,111542,68622,80260,22280,239360,134284,75416,86754,23918,381877,228138,174637,132714,97925,62110,48624,566293,559732,24560,17848,93029,21593,7653,47254,27031,17124,24560,31599,93010,65124,35807,5992,215913,40179,934755,191270
25793,IRQr115,227395,1019771,48296,46836,46761,45444,40058,2.9214230743859804,555610,221217,120193,93576,29175,302209,100877,57606,44992,14277,253401,120340,62587,48584,14898,374029,207149,153845,110344,81289,52208,40907,519961,499810,21416,13987,77443,19369,7495,44317,26172,17196,21416,26077,78592,57686,36671,6953,179663,47732,788331,231440
25794,IRQr116,514582,2257679,102638,102959,102884,103886,102215,3.000157409314745,1032398,491894,290675,348126,94586,560381,223265,138513,166325,45604,472017,268629,152162,181801,48982,755065,456781,350872,268958,198158,127917,99928,1134088,1123591,51139,37595,187641,43915,14820,94100,52079,33293,51139,66176,185942,129464,70612,11249,435140,79442,1872364,385315
25795,IRQr117,298494,1342423,63264,61494,61613,59174,52949,2.923114032442863,730371,290701,159078,123928,38345,396218,132099,76209,59301,18823,334153,158602,82869,64627,19522,492584,273337,200929,146128,107054,68403,53988,682650,659773,28574,18340,101513,25001,9790,58194,34505,22577,28574,34218,102424,75552,48273,9453,228810,69684,1003009,339414
25796,IRQr118,649759,2853753,127990,127792,129339,131751,132887,3.021166309354699,1295832,630595,367065,439706,120555,705680,285729,174569,210888,58173,590152,344866,192496,228818,62382,954718,580847,443006,336997,251838,160587,125760,1435039,1418714,65035,46428,233536,56017,19051,119876,66388,43428,65035,84158,234125,163087,88994,14360,606535,43224,2641031,212722
26484,ITAr101,1917855,4414018,264518,464536,446915,413879,328007,3.0397949792867553,356671,824341,1549297,1313747,369962,195666,476465,754976,644464,199528,161005,347876,794321,669283,170434,550220,406643,438235,705209,677142,565853,1070716,2271099,2142919,643639,493955,484364,129593,24904,10464,14959,115977,643639,639260,581336,53620,0,0,1365069,552786,3105170,1308848
26485,ITAr102,56272,128013,5247,24093,4972,11426,10534,2.962805658231447,20650,40693,30613,20653,15404,8612,15351,12860,8654,5764,12038,25342,17753,11999,9640,18575,6143,9183,16321,14556,27163,36072,51241,76772,20261,17670,10322,5288,0,0,0,2731,20261,24012,9359,2640,0,0,34762,21510,73885,54128
26486,ITAr103,685544,1576949,96357,128724,165754,156476,138233,3.1626503915138926,118906,270985,448243,553758,185057,68357,167524,225511,285542,106750,50549,103461,222732,268216,78307,199864,143681,126377,222069,289062,208112,387784,853684,723265,272856,140875,161709,37500,9760,19162,6591,37091,272856,189497,204676,18515,0,0,579528,106016,1322430,254519
26487,ITAr104,4077837,10005373,434308,683447,848918,872630,1238534,3.4408305187284336,1331610,1398721,2570293,3213549,1491200,731651,721465,1361308,1305528,997019,599959,677256,1208985,1908021,494181,1611603,979986,1151966,1562729,1584148,986787,2128154,5116971,4888402,1180065,855457,1547577,353051,21367,48,25587,94685,1180065,1066165,1605727,203612,22268,0,3560663,517174,8713994,1291379
26488,ITAr105,529667,1329666,91080,101314,116019,92114,129140,3.1263435328234532,161138,222028,293264,475506,177730,90606,122754,140333,227652,96595,70532,99274,152931,247854,81135,170721,103878,181952,202508,233155,174867,262585,677940,651726,166862,128033,165907,19206,14413,10094,8485,16667,166862,143662,166297,52846,0,0,291392,238275,729891,599775
26489,ITAr106,99730,313003,24132,21711,21287,17640,14960,2.775243156522611,45022,47293,40342,111815,68531,31876,23829,15309,55896,43290,13146,23464,25033,55919,25241,64528,32033,37768,46270,48131,15862,68411,170200,142803,21241,13936,42209,8606,1649,2021,268,9800,21241,26234,51643,612,0,0,29112,70618,104062,208941
26490,ITAr107,2047299,5855944,671140,543876,454359,218259,159665,2.341294554434892,790335,1155043,1996465,1479700,434401,440764,653356,937417,701171,248403,349571,501687,1059048,778529,185998,883241,757791,725933,790365,847346,803969,1047299,2981111,2874833,492516,298200,769055,216767,11246,80787,45014,133714,492516,439790,796207,305927,12859,0,1758889,288410,5014859,841085
26491,ITAr108,1560981,4085499,487820,280277,319745,310268,162871,2.60287344945262,519782,660662,1215559,1342236,347260,301296,376743,594141,642087,208048,218486,283919,621418,700149,139212,479880,483396,567496,475768,658286,627289,793384,2122315,1963184,366314,302291,674395,101255,638,2017,6168,107903,366314,392823,728963,72881,0,0,1401086,159895,3662683,422816
26492,ITAr109,238211,574996,92316,68069,35712,36729,5385,2.1385704270583643,141448,106788,111394,168802,46564,101016,62049,49500,84288,30272,40432,44739,61894,84514,16292,103467,34644,51265,85355,52028,89171,159066,327125,247871,84569,51077,73212,20054,0,0,7060,2239,84569,71130,79732,2780,0,0,113120,125091,275215,299781
26493,ITAr110,760801,1973997,263666,218071,115190,84021,79853,2.340594978187463,225290,342809,533973,629103,242822,130438,204820,260040,308021,135091,94852,137989,273933,321082,107731,221501,332687,238290,208829,306630,275098,390962,1038410,935587,252421,147831,292127,13782,10171,10962,1290,32217,252421,166424,269159,72797,0,0,445273,315528,1147426,826571
26494,ITAr111,1958300,5083873,788019,391290,335068,229497,214426,2.3315738140223665,840179,1025900,1485203,1356191,376400,466393,531730,779664,570706,256587,373786,494170,705539,785485,119813,808434,482240,542494,839617,757216,622939,1030933,2605080,2478793,569361,304393,841231,159350,2770,16,14203,66976,569361,403735,802805,175409,6990,0,1637684,320616,4261407,822466
26495,ITAr112,631116,1661018,148120,134105,138973,118874,91044,2.7949933134320792,202803,343758,576552,383084,154821,117456,196326,283710,182681,90490,85347,147432,292842,200403,64331,201484,144141,188819,250716,224896,244045,406917,870663,790355,139331,126332,235909,61825,4390,4432,11514,47383,139331,185151,265234,38041,3359,0,402708,228408,1061179,599839
26496,ITAr113,191676,519985,25350,21946,41637,56905,45838,3.3961633172645507,58389,102082,100204,204789,54521,40564,66322,47120,103739,34473,17825,35760,53084,101050,20048,100191,55253,35368,70453,61375,55621,141724,292218,227767,53245,38982,62062,21493,3266,4336,1076,7216,53245,66937,57919,11814,1761,0,99369,92307,276482,243503
26497,ITAr114,198296,538097,26260,22678,43046,58877,47435,3.396119941905031,60436,105605,103675,211986,56395,41962,68633,48745,107384,35654,18474,36972,54930,104602,20741,103694,57166,36599,72935,63504,57551,146648,302378,235719,55065,40292,64268,22240,3381,4461,1133,7456,55065,69208,59969,12234,1820,0,102846,95450,286271,251826
26498,ITAr115,1893235,4920209,312198,301341,329779,483011,466906,3.2593898802842753,553853,885655,1566968,1531877,381856,299929,451272,752355,626457,251692,253924,434383,814613,905420,130164,756464,478962,494293,698742,888920,669816,933012,2381705,2538504,547070,356265,812253,94454,10536,1344,14900,56413,547070,446804,703776,185004,10581,0,1378395,514840,3576950,1343259
26499,ITAr116,395152,1224484,41946,56862,81727,94839,119778,3.4900418066971697,148323,136998,267119,468028,204016,75729,69183,134625,231261,105994,72594,67815,132494,236767,98022,243339,195364,113509,187529,164514,126023,194206,616792,607692,81469,72736,154708,35390,2341,12937,3366,32205,81469,127217,149938,34234,2294,0,266546,128606,820719,403765
26500,ITAr117,1873055,4448915,168637,341659,381322,424173,557264,3.4590190891351296,486041,631355,1237106,1602539,491874,262002,364464,613421,795819,263238,224039,266891,623685,806720,228636,660014,390979,439408,836324,726154,575130,820906,2298944,2149971,594067,380547,630748,153784,13280,38257,25345,37027,594067,525523,659352,85342,8771,0,1273347,599708,3000187,1448728
26501,ITAr118,1496771,3748061,191911,233321,250802,353128,467609,3.4484339955811545,459586,731597,905800,1175846,475232,253324,434306,463627,593926,260010,206262,297291,442173,581920,215222,626083,272364,296225,602627,568860,490842,891060,2005193,1742868,349346,381089,539626,98426,10681,23877,23548,70178,349346,510119,577625,54805,4876,0,1100976,395795,2753997,994064
26502,ITAr119,311853,893097,55171,49658,65393,75789,65842,3.1522287744546307,94607,170441,220217,323296,84536,51300,97656,107192,157160,45186,43307,72785,113025,166136,39350,126478,100501,77716,105923,154230,115220,213029,458494,434603,52967,63157,130184,19593,8739,11449,1717,24047,52967,89970,147400,20281,1235,0,179696,132157,510901,382196
26503,ITAr120,642034,1547076,100050,112668,136147,131589,161580,3.2211424940112208,128146,325910,426993,469463,196564,72135,193050,209579,230371,105893,56011,132860,217414,239092,90671,161538,149560,190449,155927,271054,192775,425773,811028,736048,197689,145260,167398,62632,10595,30262,4567,23631,197689,204164,207092,33089,0,0,397420,244614,947493,599583
26504,ITAr121,2667855,5891034,660913,512493,472811,547415,474223,2.873134784311741,566780,1006367,1464151,1876259,977477,317353,581940,719934,877955,574721,249427,424427,744217,998304,402756,750687,578664,568275,870235,995745,800615,1326813,3071903,2819131,1054887,383264,807260,302173,5654,4809,53233,56575,1054887,654048,861133,96311,1476,0,2190478,477377,4832084,1058950
26769,JAMr101,199998,715614,34469,37674,40021,42799,45035,3.1312863128631285,241971,118922,111434,179329,63958,125362,58750,55675,91201,33465,116609,60172,55759,88128,30493,189095,125808,109184,95694,81400,57281,57152,364453,351161,26873,24807,75663,18360,4443,25379,15320,9153,26873,38562,83045,38995,11510,1013,192897,7101,692421,23193
26770,JAMr102,77133,302126,17473,16256,15386,14625,13393,2.8730634099542347,121918,62920,41267,58056,17965,60792,30292,20537,29905,9720,61126,32628,20730,28151,8245,94201,57945,47464,38497,29534,18452,16033,151246,150880,8253,6828,30060,6705,1895,12082,7333,3977,8253,11212,31310,18182,7325,851,39670,37463,160723,141403
