"GDLCODE,""X1est"",""X2est"",""X3est"",""X4est"",""X5est"""
LAOr105,115496.008151022,40624.1803853914,20827.0285444926,12682.5261382677,3231.25678082644
LAOr106,274174.807077467,100824.918502873,51221.6368061467,33764.9459079159,8916.69170559741
LAOr107,190655.457492892,69136.8840815543,35228.2298002744,22236.5964968344,5858.83212844472
LAOr108,180524.990915548,89388.9483386981,51067.7848184013,59807.8133029554,15872.4626243972
LAOr109,140784.523389019,63216.341357774,34163.5169372319,34682.5884071772,9505.02990879821
LAOr110,250078.305672972,119939.373299297,69225.458457398,78702.1339563062,21324.728614026
LAOr111,126872.227243178,63807.9589532966,36509.787546381,43020.1307497841,11560.8955073599
LAOr112,228451.618456613,83035.6508779818,41876.2731043513,27303.8446043145,7045.61295673977
LAOr113,594225.168353922,210899.133979107,95352.1743621335,58093.767112046,14241.7561927918
LAOr114,295409.027814288,86223.9615325748,32834.7424817594,20669.6873610954,3965.58081028206
LAOr115,73450.3460186828,26635.1046291609,13571.7366944625,8566.68740799726,2257.12524969648
LAOr116,353499.109104134,138093.87792347,73782.4651993254,52730.1694606378,15565.3783124324
LAOr117,79957.0043278809,28092.7004726959,14464.1728465149,8987.65399071597,2293.46836219224
LBNr101,276029.706693731,141096.356502821,94650.3267335266,140928.416896217,44136.1931737052
LBNr102,890141.433429408,417195.157050177,364702.579191577,628055.930686366,220407.899642472
LBNr103,526062.941064339,234403.001661099,198727.173116302,331159.045991888,114173.838166373
LBNr104,252630.991047661,136074.924443912,133253.03420904,198245.830205019,85470.2200943678
LBNr105,367416.37540669,184607.695250811,175406.395011517,274787.293461632,102915.24086935
LBRr101,106467.249148235,14226.1269121595,4822.53140052297,3313.17061126751,462.921927814568
LBRr102,407753.260297726,45350.3047632561,16297.7429164189,10910.6244758823,1526.06754671695
LBRr103,81069.8507412248,9983.94844571245,3366.19731515384,2339.8887056352,332.114792273671
LBRr104,200573.631223961,23064.055694801,8112.17314641696,5492.85259345089,769.287341370548
LBRr105,177838.501013965,19779.1924796265,7108.1373280759,4758.58635808441,665.582820247814
LBRr106,77371.7581974181,12064.6233200236,3909.88353684444,2741.43736909002,378.297576623881
LBRr107,100975.464363843,13076.0580712405,4338.81244026841,3050.17064141925,427.494483228533
LBRr108,199283.780503483,25806.7274355906,8563.02024892538,6019.77460992413,843.697202076649
LBRr109,263784.193609257,54069.1436573329,18361.5245938107,11828.3435822519,1819.79455734749
LBRr110,106791.538082694,20270.6712715357,6562.35076332253,4272.8059493801,652.633933067549
LBRr111,945312.136502815,326538.940446741,145373.246804455,88100.3563422945,21226.319903695
LBRr112,448935.193928311,92020.4549075401,31249.5396011195,20130.6971706382,3097.114392391
LBRr113,62623.0818556614,7446.21926475369,2567.19969194506,1757.58325812815,247.915929511697
LBRr114,48612.2523140818,6140.63634962305,2057.42462194866,1439.21960299858,202.467111347929
LBRr115,93679.3238568441,12436.25251036,4181.58596763345,2891.97165818117,405.866006981345
LBYr101,753763.968352371,401229.219026473,246769.326516452,367830.292163775,93644.193940929
LBYr102,1642054.78979361,865541.518257144,548635.788767805,788193.214317343,226840.688864096
LBYr103,196888.891221018,102573.206428366,64608.9638910968,94537.9176262579,25204.0208332616
LCAr101,12011.6859348317,5629.6864878124,4921.34471709176,8475.06958512038,2974.21327514379
LCAr102,50545.4122778618,23474.3669860023,21137.310335729,36613.3887436377,13343.5216567692
LIEt,6934.02979245217,3152.85231751971,5221.25453387077,13215.0930612956,8946.77029486176
LKAt,6505581.09480561,3512422.95723365,3527522.99364464,5164997.02152421,2259475.93279189
LSOr101,83573.542056326,23822.0625254829,9925.79170146043,5873.2075162742,1181.39620045654
LSOr102,226497.942010188,56713.3254782202,22052.6821416111,13182.6390941918,2523.41127578864
LSOr103,159699.136415698,53790.8839875356,23515.4749415856,13853.733592213,3286.77106296764
LSOr104,310721.295987287,105906.917126174,46683.1781382043,27512.308976212,6628.29977212253
LSOr105,136470.835743956,31201.7399113894,11814.1221673538,7648.82826893025,1313.47390837088
LSOr106,155212.503775682,28457.2394547288,10212.0531384209,6578.31408413472,993.889547033816
LSOr107,93966.9968602743,17228.2597435526,6182.46559943259,3982.56843909398,601.709357646601
LSOr108,55393.3735215064,10483.5510058268,3811.09263851749,2485.68059936416,379.302234785145
LSOr109,100438.642297062,12660.9272701525,4941.44181314879,3611.25926531788,480.729354318522
LSOr110,126061.926347088,17548.1973971633,6616.12944538096,4733.75238812701,637.994422241172
LTUr101,31740.8676359668,20071.6030729641,24299.9536831709,48757.8623161896,22550.7132917086
LTUr102,113134.234908385,70111.0531587019,91330.0295753114,206894.864501151,100498.817856451
LTUr103,63045.8747461123,39751.2520987729,51743.7399478172,115500.195837988,55678.9373693096
LTUr104,34132.0781481089,21216.5285916731,24779.8948631229,47423.1005671294,22998.3978299658
LTUr105,46932.0377750247,30396.1504570759,36976.3752737173,82550.2728630834,37699.1636310987
LTUr106,57160.4144732803,37600.5642935319,45324.0775205572,98425.0309165139,45420.9127961167
LTUr107,27266.5881626958,16341.5358895624,17640.6577727351,27454.7353614908,14727.4828135159
LTUr108,30301.1120011729,19251.7205661257,23402.1730741544,47815.6470098172,22196.3473487299
LTUr109,30977.4865447082,19372.5384649595,23255.6256207834,44988.4150156094,21929.9343539396
LTUr110,150078.14376296,80533.9803003618,120939.124484719,271079.498841177,171213.252610782
LUXt,105206.27458593,56801.3089954453,87276.0290368888,193698.726418855,126621.660962881
LVAr101,116733.400449426,50103.3216722442,86544.3034310954,230079.310502712,156858.663944523
LVAr102,70791.2983320828,44770.4570637336,59041.5799401188,131794.34207943,60580.3225846353
LVAr103,39388.234415521,24664.7693011947,30844.1578656883,70437.7178821501,32177.1205354459
LVAr104,48384.0672156283,28331.4550848255,37941.056073288,95974.8926928405,42273.5289334178
LVAr105,50717.1770454707,31430.6163169807,38828.6870991038,81802.74813888,37973.7713995648
LVAr106,64011.1160906959,38342.9444019084,45914.7729824531,87410.8663041965,43380.300220746
MARr101,3356275.98164644,1827330.63389167,1072363.88228457,1566099.1901069,406376.312070406
MARr102,1754839.6035738,916003.454749503,526992.028078676,709260.667382282,199848.24621574
MARr103,2729336.66548802,1407520.06851968,873179.593530049,1348975.42998249,336610.242479758
MARr104,1427637.19878296,641050.580850702,346437.992236356,351701.679760255,96386.5483697292
MARr105,1363906.11803013,677989.820654473,389347.247480406,455518.742061947,121345.071773044
MARr106,1679979.51572387,754359.612715442,407672.713292803,413866.785025355,113423.373242526
MARr107,2884492.45919809,1450700.28671307,830065.091098356,978080.43129581,262841.731694671
MDAr101,358617.534138346,171751.42590532,119056.237915944,185260.632681503,59211.1693588875
MDAr102,338726.910181304,173144.888818322,116149.138823204,172938.803521477,54161.2586556933
MDAr103,203593.436276428,90900.7401447002,76926.0608749381,128297.752062435,44172.0106414983
MDAr104,143136.169191791,85579.1867337501,92363.4313704755,145465.036056916,75163.1766470682
MDGr101,1584019.09140405,759707.070974676,438480.449204224,498506.587308909,135072.801108145
MDGr102,1330035.42144062,419949.532990462,179340.700409975,106532.528705649,22733.816453294
MDGr103,604254.213305792,181033.056914338,70061.5748460676,44404.6238740443,8548.5310597581
MDGr104,465260.170966881,128689.367660202,48778.6794187366,30034.5436930261,5561.23826115405
MDGr105,863915.097979614,265127.399386617,105198.610814657,64753.8370175382,12629.0548015738
MDGr106,537142.959119726,169599.193521565,72427.841361155,43023.8148465838,9181.19115096985
MDGr107,1050985.58637925,162926.615184652,57720.2459942031,42181.3656343731,5575.18680751942
MDGr108,301086.848746696,42723.5563597607,15640.5697019157,11500.8980884586,1489.12710316923
MDGr109,833943.804846869,94223.8209770449,37398.1476872751,26784.6884215747,3218.53806723601
MDGr110,827202.030837368,296007.038432338,138122.015008507,82493.5702162822,21203.3455055044
MDGr111,673408.577440546,234302.594795585,98114.5518015633,59268.5301159315,14121.7458463742
MDGr112,765542.072420135,260954.603917937,117347.678018986,70191.089244027,16220.556398915
MDGr113,488619.254032947,164024.231400189,69014.2125523048,41335.782656438,9466.51935812137
MDGr114,868100.252722384,295914.183911641,133068.517870772,79594.4527502845,18393.5927449171
MDGr115,279569.886702168,52539.0919369682,17635.9101856978,12486.3731844688,1759.73799069706
MDGr116,213411.201656309,31481.9402566043,11255.8768345218,8411.46071001931,1081.5205425454
MDGr117,1413484.99210794,166362.31180392,66996.0891162073,49148.6245805915,5853.98239133914
MDGr118,798113.092709062,90175.4587416869,35791.3220756669,25633.8741161545,3080.25235742984
MDGr119,647459.505812339,74659.631895505,30015.6148169272,22269.0725213764,2654.17495385243
MDGr120,601739.387156514,101534.752965386,34047.4243508977,25005.7415217562,3343.69400544591
MDGr121,459244.464597539,168556.913343388,87813.695549899,57363.6578030638,15257.2687061103
MDGr122,535287.837786769,188435.704710607,93643.2973287632,54711.6999534382,13715.460220422
MDVr101,57497.7651674501,30566.9973423351,29733.8578008574,44912.242865746,17659.1368236114
MDVr102,24813.4146625584,12714.0451750348,7936.16611216428,12143.7291836871,3104.64486655548
MDVr103,23330.3924540477,12256.6804445413,7461.1146644656,11427.8498724012,2914.96256454422
MDVr104,13714.9273911895,7382.56847226956,4427.23064978031,6575.31850128838,1725.95498547227
MDVr105,22267.9879508965,11409.8042778461,7122.05288007574,10897.992832455,2786.16205872659
MDVr106,27565.0712948169,14385.3622149846,9066.93899377333,13568.7230159168,3556.90448050834
MEXr101,384226.496245868,220989.543042147,199578.860108652,356384.298688868,153671.801914465
MEXr102,897017.569355272,526703.679436895,519993.701327548,1004187.98635565,475095.063524634
MEXr103,194454.78912488,109975.493167824,108547.287002363,198435.969919775,89271.4607851579
MEXr104,304293.285351055,142767.057610341,124907.98851227,247232.974140358,86205.6943859761
MEXr105,864187.515704733,490977.230879767,457962.468303388,831569.020125594,354235.764986519
MEXr106,221262.95280019,119234.857101977,104989.799592772,199129.339917271,84095.0505877905
MEXr107,2165684.23151597,1143693.76457347,694288.531521565,1044391.12514583,266181.347243163
MEXr108,1140692.98973427,590552.689379358,528127.181308646,1017221.42802812,415710.711549601
MEXr109,1947028.28433748,1213937.12630764,1421948.08528688,3103528.77725437,1417587.72681362
MEXr110,608995.921658706,285726.172799394,249984.009666222,494798.538775933,172527.357099745
MEXr111,2054950.33043952,932363.146279105,768830.576920737,1560205.08797896,518223.858381677
MEXr112,1432354.82803734,757451.820100006,477132.04055113,703427.07383841,200081.237473116
MEXr113,1004059.80353537,467496.319653183,385285.495600791,775136.079012143,259718.302198508
MEXr114,2440923.77189926,1315372.47178496,1158224.15994041,2196750.66853874,927717.927836637
MEXr115,5203792.06166305,2664941.14695304,2399139.57476269,4592941.50813896,1808176.70848226
MEXr116,1770451.28546024,770640.685820193,613499.550424626,1168011.98851614,382343.489778804
MEXr117,619040.105735323,307350.082467696,268885.868954157,537878.505981273,204391.43686155
MEXr118,407242.67875661,202193.799304056,176889.672475451,353849.583560056,134461.265903826
MEXr119,1371586.25286858,806866.73085525,786143.683479902,1482180.07481522,705390.257981041
MEXr120,1633711.1372419,860339.200572859,537080.561978812,829585.654662383,208130.445544045
MEXr121,2375803.64769818,1039480.25023203,814857.938028618,1487313.31392279,483911.850118382
MEXr122,659374.438264763,351349.490725211,310343.825126071,579693.932775589,242725.313108366
MEXr123,480138.176929016,241090.639991711,214539.983351198,419922.605113207,163880.594614868
MEXr124,949328.853501214,441109.781183447,365480.086213378,746833.96837857,250025.310723392
MEXr125,834669.007165496,465013.661020993,460658.326828157,865244.595443909,386750.409541445
MEXr126,793475.814477737,442063.968176965,437923.581608978,822542.414056819,367663.221679501
MEXr127,788061.180485529,384044.567278815,333252.197418032,661371.618591389,233878.436226235
MEXr128,1053785.25578889,585041.13487377,512328.725718477,932633.895381502,401356.988237362
MEXr129,432277.931244431,204247.205302001,178556.690809137,354734.18286797,124318.989776461
MEXr130,3142893.82787893,1375468.33711661,1091426.85187534,2009272.2409748,651458.742154326
MEXr131,702454.438167135,342325.973438727,297051.156562514,589527.108125121,208472.323706503
MEXr132,554721.291304546,269457.341720167,219772.138436195,442432.380899825,148954.847639267
MKDr101,185455.009725068,103288.969801519,102740.965540739,150942.025827003,70642.0291056714
MKDr102,89509.7504267151,46632.3747509882,44492.2695902394,68398.0699181138,26582.5353139434
MKDr103,50724.7067929089,24562.2829889574,23223.3388888556,38003.1926551746,13343.4786741035
MKDr104,76594.4578211314,34214.7591769491,29568.6212440972,49076.0939437218,17023.0678141005
MKDr105,62604.2052446007,31455.3700292262,29887.5572498954,46821.1034400377,17535.7640362401
MKDr106,71469.6776365017,31861.1283190362,24797.0154790169,41202.4902818198,12777.6882836254
MKDr107,102410.464613674,47998.1587908768,41958.9058301899,72257.6180025274,25357.8527627314
MKDr108,61883.9165171105,29099.4433428465,25301.2366576841,42675.3342614344,14976.0692209245
MLIr101,1998845.0174569,229048.817567253,91353.8534416139,67088.1534576663,7779.15807656569
MLIr102,2933308.79913128,345486.326555752,137739.006557604,103300.700230437,11831.1675249277
MLIr103,2964203.21593511,339669.777151007,135473.928090843,99488.914094687,11536.1647283496
MLIr104,2570711.10233708,291316.118131889,116362.817952711,85745.4801255192,9937.48145280306
MLIr105,1765785.7115321,200100.990915952,79928.0016753773,58897.3780431625,6825.91783340502
MLIr106,608140.205655287,68915.1899761768,27527.3670293239,20284.3772955033,2350.86004370896
MLIr107,475905.978397325,54534.3439201606,21750.4832154575,15973.0509525754,1852.143514481
MLIr108,1245041.31903872,496676.451508255,262418.909681883,191698.163145341,57844.1566258044
MMRr101,906716.378219208,340551.985315553,180573.418545275,140279.044581948,37348.1733380171
MMRr102,167490.365198612,59241.6560683345,30536.2429948334,21199.7666101864,5099.96912803324
MMRr103,991113.588338627,300819.654137507,125132.066206849,82436.5927522134,14591.0985648025
MMRr104,313415.719822976,108160.514268254,50971.9113414917,33416.4732515928,7320.38131568579
MMRr105,3615027.09238106,1188962.06443518,555026.21703684,345123.607277948,67197.0188689761
MMRr106,837202.406985658,281126.460775386,134335.468172067,85542.7544296222,17374.9096372675
MMRr107,3169392.08214819,1045426.04241796,491415.269994573,310615.15555512,63083.4498841537
MMRr108,2587378.27444783,886222.139065039,418290.115445113,270197.990753054,56253.4802889657
MMRr109,4348101.9785718,1477104.72648079,746168.591494484,496990.382107529,111414.321345399
MMRr110,1227446.12794392,423505.263494813,220632.89298635,150094.207395478,35147.5081794435
MMRr111,2234060.25030329,645402.01012284,259584.1586961,165718.680636321,26363.9002414477
MMRr112,3153178.0850215,1556024.00626776,870585.612875735,1034663.84839662,270572.44743839
MMRr113,4246793.31741556,974304.561084018,334441.41712787,231887.26332675,32859.4410457989
MMRr114,4598614.67329977,1407564.78761142,596261.931079023,393898.439792772,70202.1682170167
MNEr101,44830.8248940553,26752.3538809876,28079.7478404282,41331.1156767814,21945.9577077474
MNEr102,67220.1788065562,42174.6332196499,50096.4738490362,103923.891424153,48930.8227006048
MNEr103,33913.9671250306,20232.6353503016,24357.6228257519,45570.4550459744,22778.3196529415
MNGr101,157406.640725936,86960.6530629778,49693.3526765726,71211.3923427448,18862.9611917688
MNGr102,231791.609771554,128055.269252258,73176.7234134895,104863.449147218,27776.9484154808
MNGr103,190933.89903215,85780.3852652542,68200.4429522498,110217.853488197,35637.4192621486
MNGr104,88949.7663472448,45871.4319882181,28457.1419150273,43963.4475374116,10970.2122120981
MNGr105,378343.566865835,221241.475227472,236627.436088241,341021.995271613,162444.52654684
MOZr101,1335159.74866615,155819.214610977,63875.8027256604,47304.20546246,5758.02853474766
MOZr102,1784064.93564583,202532.514011416,83035.2174432163,60804.8798568173,7503.45304272028
MOZr103,3405517.38686631,415857.043932724,167477.235000288,123781.99757936,15057.3366213145
MOZr104,4236540.23503138,494423.512055303,202681.670536079,150099.019932343,18270.5624448965
MOZr105,2791070.93260336,320098.728713142,132016.182610293,97825.4027548384,11926.7533183619
MOZr106,1366642.294111,258536.717544354,88590.1326613998,62705.0142887654,8838.84139448152
MOZr107,1995991.83399316,347614.146616167,121057.294046261,88156.131929445,11843.5934149639
MOZr108,1275359.03090342,204473.562602564,73896.1002079426,54414.9640581841,7075.34222788477
MOZr109,1246064.69713143,154415.640304219,62302.7585640506,45678.6900522338,5890.21394807105
MOZr110,1218012.90663973,371173.582039223,147598.08167667,91870.5149295694,17501.9147148082
MOZr111,777720.114561829,303138.007289755,161768.408960847,111886.805056571,33552.6641309977
MRTr101,334716.394554046,64752.6952424946,21513.2558725978,15139.9903153781,2172.66401548297
MRTr102,238231.407583359,47750.1638739714,16122.510543937,10990.9219490286,1585.9960497038
MRTr103,306072.307398914,77152.3955973717,26812.361587993,18172.9293016644,3045.00611405715
MRTr104,287310.900608659,43453.1155886429,15215.7344991012,11426.8912721154,1500.35803148183
MRTr105,251615.608203487,77218.4581610897,30639.136304244,18859.5802096537,3678.21712152567
MRTr106,791927.543454222,316349.56918524,167349.155635127,120130.779550579,36754.9521748329
MRTr107,57081.2015655219,20147.3613126354,10260.4773499966,6119.79032242111,1560.16944942509
MRTr108,57776.3814223332,30008.1497316465,16744.724832821,21362.0997493137,5936.64426388564
MRTr109,67591.7313535644,23268.4440473469,9759.34492179614,5922.87964318586,1372.60003410671
MRTr110,233542.568342408,32700.3253576741,11800.6288268649,8826.11502140159,1146.36245165176
MRTr111,36310.6101820421,14425.8302198399,7671.10177900821,5523.47114017853,1699.98667893125
MRTr112,6092.44317418167,2162.29647897807,977.622178887513,595.620976278609,146.017191674142
MUSr101,175565.528649761,98033.21361677,99698.2569687644,147257.325016602,68135.6757481028
MUSr102,171308.352153854,100857.205489572,106515.938363814,168645.175461997,87662.3285307626
MUSr103,15526.0449550201,7991.99349637424,5317.87962964433,7698.98743363293,2391.09448532845
MWIr101,747453.249742569,254721.920674116,106214.095741917,62824.557206094,15039.176635304
MWIr102,542572.43576796,121510.67648401,41071.9732363907,26452.1331039512,4610.78140768895
MWIr103,518032.568774776,69056.1570413466,25043.6680733304,18094.9009797929,2611.70513075382
MWIr104,916695.453953922,119273.915646158,43463.3349643298,31293.3884954463,4542.90694014316
MWIr105,711959.004007037,203925.58690066,74851.9862959498,45568.8310386301,9103.59175772296
MWIr106,413951.930536604,55181.7226285874,20012.0134747362,14459.3595942624,2086.97376580957
MWIr107,576893.369881651,105339.352884455,34907.8367108983,23870.2803926031,3725.16013039316
MWIr108,663790.798856819,155587.020209911,53398.9016871692,33906.7579373801,5905.52130872102
MWIr109,1762806.9616608,413187.23134222,141809.672266166,90045.0398563807,15683.0948744366
MWIr110,598574.719210497,89642.6907086933,31603.5643729729,22927.7403339275,3303.2853739097
MWIr111,681253.227020551,195130.567021751,71623.726824178,43603.5123116642,8710.96682185532
MWIr112,2718846.14189352,382858.702282307,139409.913583289,100033.824750056,14081.4174908318
MWIr113,1862251.50651866,291544.852508941,103360.519037125,73525.0833876563,10503.0385476135
MYSr101,852386.666663577,502910.338505719,587458.277141562,1037048.02845704,530114.689232101
MYSr102,598181.871903248,354455.123392109,377944.467036404,549030.648147435,272955.889520804
MYSr103,561252.468198601,298747.215166653,286275.450899671,431396.373980029,170779.491755046
MYSr104,180013.885077986,108598.645711289,128875.943515598,267397.314812281,124560.210882846
MYSr105,260613.986875066,155478.943061774,187177.665532769,350188.99232455,175041.41220584
MYSr106,476074.252929963,280028.857992671,292945.22355869,433536.008190213,204416.657328463
MYSr107,350534.852804491,218480.845447596,270793.443088694,573210.547886646,266110.310772572
MYSr108,712830.578458123,426191.797138676,459977.925802763,724428.538107265,374319.160493173
MYSr109,74632.029536777,43642.0802677266,46677.11399362,67269.9785399731,32043.7976619031
MYSr110,1045988.38489846,607954.17158216,809409.583805414,2041221.69689336,896976.162820608
MYSr111,357936.235532136,203861.828306975,208331.100786812,298644.577069866,138432.25830421
MYSr112,1372026.69163379,716390.898372101,452164.339151754,676228.395854622,177169.674987733
MYSr113,1019701.8188708,455278.184589413,385285.72250353,642581.870652608,221236.403383653
MYSr114,340330.620852898,195634.210876604,266417.192482367,676257.296155065,296147.679633065
MYSr115,29045.156011734,15644.6261536167,15320.1915235662,22792.4572638604,9826.56904722276
NAMr101,66575.9873697062,26183.3848787853,14051.3100746125,10198.7926549312,3110.52502196479
NAMr102,69238.0474131034,36756.7265447619,22360.5987199955,33395.9047075297,8694.72261460956
NAMr103,34706.8014982835,18579.6444333139,10311.3333520367,13704.5421335308,3904.67858283506
NAMr104,33715.9630748921,18715.4880602699,10719.8765763931,15272.2713541429,4079.40093430196
NAMr105,168034.200698287,75420.9063642971,58998.0292203669,97617.5572224641,30478.3064945843
NAMr106,42680.8971766283,15064.6348181355,7671.98949474888,4575.90475200418,1166.57375848321
NAMr107,163810.737057648,57689.3984914426,28806.885991637,17288.969759103,4452.00870016942
NAMr108,145987.464382883,50286.9292874959,22445.0523600217,13795.4754482459,3304.07852135345
NAMr109,37840.2767651469,13891.1530353867,7238.71220657223,4743.85606064315,1265.00193225099
NAMr110,142238.30924077,60284.8175254876,32228.0066466134,25476.1419095591,8046.72467757038
NAMr111,77922.0198107312,41714.1124825527,23150.5032744717,30768.7703137612,8766.59411848305
NAMr112,104089.700244013,43210.1412690463,22867.3777706328,17662.1841642151,5742.5965520933
NAMr113,69425.732526399,31937.4879372291,17342.6883727544,18210.7785118149,5056.3126518026
NERr101,296895.415116156,55991.9243250548,18761.5849484255,13301.2554202415,1881.82019012212
NERr102,504551.311402042,49460.7324879569,21275.3579942784,14777.7204277667,1783.87768795592
NERr103,2067655.36442088,202690.48270379,87186.5895355722,60559.2181129751,7310.34522677854
NERr104,3814743.42412531,373956.027359343,160855.853845784,111729.393128988,13487.3015405785
NERr105,2862699.68944935,497318.67115632,169373.904972032,121214.366154799,16298.3682675014
NERr106,3712434.89123709,363926.809592852,156541.821528599,108732.895325433,13125.582316027
NERr107,3496393.47207981,342748.454492429,147432.027479326,102405.293709945,12361.7522384912
NGAr101,1891392.36299836,835349.167352461,453043.395461791,445600.294761226,121114.779426161
NGAr102,2089471.2667062,1108762.99083921,638061.516988063,871601.379875984,241736.845590548
NGAr103,5361313.18039387,570668.358310725,231779.626023016,163848.50355806,20104.3317143289
NGAr104,1314188.09185783,650734.786661019,371763.900086815,435389.669010257,115548.552384082
NGAr105,3433886.30421332,1212023.33132532,617248.966043591,368153.850943325,93856.5474744462
NGAr106,4934295.9482947,989010.821552998,333932.621480443,227646.145364518,32849.4633073374
NGAr107,1614166.86686015,630571.779445792,336909.507302123,240779.368986215,71075.477405717
NGAr108,2658492.95696014,735330.034482267,278720.99048375,171617.146396796,31776.8716770465
NGAr109,2034481.6034597,898998.080994506,483814.964649168,488122.097800372,134039.253096254
NGAr110,5980765.00379021,2048708.33354583,939175.6078865,570763.05125696,136657.003520501
NGAr111,11072534.207467,2176383.79045802,733147.026236184,501927.99706959,73078.9787692567
NGAr112,7609118.25504115,828078.117125099,338079.034788528,239804.416912021,28589.176133205
NGAr113,1462526.65422042,645937.060302525,350317.604291799,344562.197123206,93652.4840620499
NGAr114,3888436.90886746,2139580.9489357,1225013.00088366,1748910.40151978,468891.739793394
NGAr115,5006188.90112507,1324856.01367941,477246.300383905,316106.96435716,55705.8204544629
NGAr116,2021914.99220314,907403.926931936,484414.008984189,491494.870177356,134726.201703382
NGAr117,1780100.46329261,738962.570856216,391068.757699992,302051.616440189,98207.5917109949
NGAr118,3430294.69540562,1466182.67419035,804637.555898219,721392.79681627,206037.277689545
NGAr119,2126074.42802275,760115.834778866,348266.039053174,209884.573162845,53093.1249823642
NGAr120,2399926.70515476,1188350.28422242,678902.90389829,795094.172805248,211010.933919292
NGAr121,4231508.54125884,414811.15448521,178429.54133042,123935.95814203,14960.8047835033
NGAr122,1253100.59291697,541716.717012149,300190.402951192,289045.401979003,77743.8851406829
NGAr123,1806932.22717951,898215.529973272,515815.626703157,603481.049197711,160760.566946353
NGAr124,2011161.33812497,809908.953921937,435003.668598827,323361.963489252,99621.0758650124
NGAr125,5614836.80916893,576731.052519982,240012.150831075,168004.915156497,20537.0723235156
NGAr126,4969905.73569092,487195.598402673,209565.452185274,145562.752201178,17571.4615199537
NGAr127,1675439.97237737,647203.824728199,341484.799382537,228167.055202479,66562.3483094145
NGAr128,1622944.92205536,789040.025750257,457999.938735375,537617.842385984,141789.271073021
NGAr129,2717358.59578071,624771.068216217,213965.934120519,147675.216392089,23593.1854904633
NGAr130,4723619.31920168,463052.35214385,199180.32075954,138349.309830131,16700.6980647941
NGAr131,706120.9865861,326224.428034794,193008.814875703,220506.256250468,57778.5142529345
NGAr132,2714141.09480755,920343.880977474,416595.652635502,253889.409519313,59171.9620601569
NGAr133,819103.152587863,376806.928831092,204613.623847187,214855.580881843,59655.7138520153
NGAr134,2617477.35849568,296852.810220374,117096.427508443,83765.0471406406,10176.3566348593
NGAr135,1786387.85108831,636763.66155427,310499.432500254,184639.225556252,47687.8293009163
NGAr136,5332134.98574003,547693.179164657,227927.761739974,159546.023567306,19503.049788031
NGAr137,553128.485206372,304528.024816779,176570.115860013,243965.911728635,66039.4623882008
NICr101,1454793.25350771,767368.31771659,480554.990685629,706245.749597835,190372.688492238
NICr102,995671.87607063,421995.295673644,225596.887442844,178333.658108906,56327.2827039756
NICr103,461810.662755517,159075.57707346,71001.7435385994,43640.0322912168,10451.9843412077
NLDr101,101008.323701924,42959.3529950349,75201.9358645018,209876.60185025,154950.785588289
NLDr102,119750.516526764,62379.6131430219,96687.2742523566,220603.839796411,146575.756281447
NLDr103,90887.6220118112,49547.6566401412,75501.2146613804,164874.885294736,108186.621391931
NLDr104,210038.430651411,86968.2608404425,152379.946967228,407859.097433849,284749.264107069
NLDr105,366902.93474879,150008.097125003,263114.544749781,725194.250934039,525771.172442387
NLDr106,74486.7173293046,34589.760146508,56605.1028575336,141353.031900685,95963.3877659689
NLDr107,215812.547399414,95502.2804843062,162786.871327839,455206.702375235,339685.598413206
NLDr108,471590.400250481,208690.176827735,355719.473821601,994710.982084544,742275.967015638
NLDr109,623409.507255554,263790.768507696,466119.713242228,1294511.94881972,963152.062174805
NLDr110,69231.7489745901,37306.0814397199,57043.312857628,130784.411784196,86632.4449438661
NLDr111,431361.202576449,183460.109926479,321153.705968991,896288.741846111,661725.23968197
NLDr112,206080.793194328,92183.6930713804,153436.941550085,396738.66899716,268554.903187047
NORr101,211294.237809844,93502.819030661,159378.721567132,445676.372311652,332573.849280711
NORr102,70814.4374947062,31676.587952953,52724.7131494273,136329.180618689,92282.0807842242
NORr103,178879.692773777,90523.7409967144,142350.776616531,339773.275137951,229019.514475027
NORr104,131942.361075817,56179.4146646251,97543.4328581087,274214.009503274,204765.781898175
NORr105,150949.090832061,66798.6295755743,113860.526287452,318392.228312064,237591.524992848
NORr106,76153.788433975,33699.8962785226,57442.6144740581,160628.820354238,119864.880459206
NORr107,86012.2730611695,36054.9995950611,62466.597918312,171646.195213792,125600.934211666
NPLr101,3592540.56649082,1371218.54241234,725896.036957141,447505.861216595,132804.992923106
NPLr102,5469919.76847002,2085916.78801981,1102412.14199176,692053.507289997,203865.794228411
NPLr103,2846130.18699529,1210033.73165341,649672.023380205,463851.177228693,157417.880742393
NPLr104,2044009.42419362,754558.994857431,357581.808175832,201163.958105555,53211.8146675585
NPLr105,1470300.11794203,542770.579235847,257216.316378906,144701.579076607,38276.407366608
NZLr101,32727.2895504238,17412.7680749554,25334.205510087,60169.4866909,32682.2501736337
NZLr102,271072.810157212,114702.300944536,202679.585517532,562883.606465119,418800.696915601
NZLr103,81412.9652220305,42799.2540488233,66030.4353685192,149858.091308653,99066.2540519735
NZLr104,53878.7110033922,28920.0799500056,44232.3078650798,97057.2449367263,63055.6562447962
NZLr105,9295.46287929813,5685.63244719615,7491.01097602566,16345.9709081635,8588.92278931658
NZLr106,30544.6643953581,15722.22217038,23888.2899096878,55182.583168801,34686.2403557731
