"GDLcode","X1","X2","X3","X4","X5","X6","X7","X8"
"MMRr110",197975.62031112,465162.936864495,302720.941983225,221596.00228928,266146.847146095,258760.752948702,169183.851724356,165590.076732726
"MMRr111",185332.598366879,455292.353050444,321020.908087106,253245.471390462,200028.102382655,233641.704218359,157613.053637587,143363.667866508
"MMRr112",520939.218859762,1179714.5760505,1286755.90581599,1188398.58189344,1029324.17099943,1126456.62740402,776383.419084597,464463.873892263
"MMRr113",664123.432111148,1239897.78181777,968341.153619871,925565.159359721,745368.49804041,639543.541795086,505706.374242134,358539.525013858
"MMRr114",528160.258728831,1298551.50341466,896033.476565032,980190.802995237,909572.859230537,722026.531481742,523340.837439945,409536.677144019
"NAMr101",15815.074766589,22650.2121687631,18615.7180864588,16126.7633009806,9925.69760086596,5942.02199283536,3879.30077366747,4968.93308983972
"NAMr102",17732.6689454441,32357.9573259885,34206.3796876478,36084.8364986169,26863.1189861789,14452.7892975508,7604.60455820153,5761.49520037134
"NAMr103",11692.6087052871,18263.9549535379,14237.2187855926,12758.5479316636,10338.197761432,7318.68132049128,5694.08372677301,5489.8545352225
"NAMr104",10323.9347816245,18670.0719150774,15776.8327696406,12907.5366019995,12777.3099617082,7542.25949997604,4714.983847138,3619.34031283578
"NAMr105",39730.0090088204,67910.9970745069,90791.8759030614,81209.3251634468,55344.0461880599,33558.7346133918,12416.2410506583,7699.67199805452
"NAMr106",16633.5663938339,21604.7222248637,15760.9534658466,13218.8936338903,10716.8835508514,7474.84932194501,4563.93817114016,5569.22998762896
"NAMr107",44091.8242433951,80919.3372108499,46856.171004958,25696.6822496456,18744.6252036926,13772.3662431376,8977.96013893617,17092.470905385
"NAMr108",37798.3482866894,71502.3134227326,43563.0163693262,29019.2022609903,18952.0624555107,13771.5099520926,8602.70409103107,12160.7239616271
"NAMr109",11695.3281644098,14995.240380636,11144.6175799874,10630.5377863144,8995.84432087615,7379.33511433024,4411.30561092856,4474.93227251739
"NAMr110",35159.2267146295,73987.9537390432,49664.1279706425,20863.632460744,21150.1521496531,15748.2033269736,12548.9415062471,24129.575732067
"NAMr111",22561.6068324343,44474.2344781776,41901.4633834479,28146.5218623679,20918.3855911434,11741.0942156941,6392.09086849863,11148.9044682361
"NAMr112",28086.3094230245,48556.306020412,41183.8777668726,26117.6714405416,17099.7944643211,14042.4510649707,8313.11281383553,11383.067606022
"NAMr113",22810.1051362979,33110.1141201419,26315.1156591266,21265.2928239822,17942.4183990237,13167.9667517099,9010.98005387283,6854.85925584506
"NPLr101",651326.108783212,1377092.80535035,1125780.99052756,821322.228377824,715902.792050525,592631.497147853,477264.365728238,446552.237034438
"NPLr102",1137484.89341592,2236517.30833409,1951793.82906943,1484815.0665145,1188077.51725026,992944.744596661,695030.27738844,702258.403430707
